r,J_learned,J_learned_std,count,J_exact
13.260443,5.927683,0.39894867,205,-2.4996339
16.383937,6.5314304,0.099945702,205,-1.8935435
17.864876,6.7907,0.06128953,205,-1.6319212
19.083864,6.9870903,0.054904719,205,-1.4270321
20.064013,7.1445309,0.048110085,204,-1.2684944
20.923744,7.2749591,0.042725327,205,-1.1336506
21.714979,7.3938417,0.043060959,205,-1.0128173
22.438634,7.496371,0.039341148,205,-0.90489899
23.054241,7.5879391,0.034697713,204,-0.81495332
23.724258,7.6814151,0.036026979,205,-0.71891687
24.355243,7.7686787,0.035274738,205,-0.63017564
24.92033,7.8457677,0.038023918,205,-0.55204877
25.456503,7.9179071,0.036008633,205,-0.47905491
25.972161,7.9837394,0.036617472,204,-0.40986364
26.505627,8.0561757,0.036196198,205,-0.33929291
26.988491,8.1206959,0.036375364,205,-0.27627588
27.465982,8.1747521,0.030708423,205,-0.21474108
27.944222,8.2406103,0.036059463,204,-0.15386762
28.46838,8.306778,0.038200344,205,-0.087997027
28.960774,8.3654203,0.035084417,205,-0.026904158
29.398309,8.4218315,0.035185441,205,0.026759508
29.886659,8.4787036,0.036536564,205,0.0859807
30.400139,8.5410362,0.037288199,204,0.14750047
30.946405,8.6076401,0.039117223,205,0.21212742
31.44256,8.6620672,0.033752916,205,0.27011145
31.988169,8.7285809,0.039856759,205,0.33311015
32.54909,8.791454,0.038778888,204,0.39706325
33.078278,8.8509245,0.033132938,205,0.45666154
33.631836,8.9142704,0.041385173,205,0.51825886
34.251676,8.9852731,0.038437005,205,0.58635038
34.94896,9.0663175,0.040741021,205,0.66186802
35.560391,9.1305528,0.039457321,204,0.7271723
36.219738,9.2012571,0.043179073,205,0.7966637
37.002924,9.2859982,0.044943937,205,0.87798916
37.950268,9.3880714,0.046217038,205,0.97465284
39.043053,9.5089112,0.049573728,204,1.0839243
40.285348,9.640396,0.051730788,205,1.2053687
41.825179,9.8043277,0.073008477,205,1.3520044
44.125653,10.046909,0.086411751,205,1.5635501
49.126399,10.573768,0.32623547,205,1.9954664
