step,E_raw,E_clip,stderr,var
62,0.038286903,0.038286911,0.00032348841,0.00012655939
88,0.038687094,0.038687094,0.00034528441,0.00012285952
126,0.038386685,0.038386685,0.0003839182,0.00011914178
179,0.038195508,0.038195508,0.00032682548,0.00011696831
254,0.037435396,0.037570429,0.00036372818,0.00012934216
362,0.037153741,0.037188292,0.00043455461,0.00012954412
514,0.036655592,0.036662086,0.00033433738,0.00011825505
732,0.035514498,0.035514498,0.00030862388,9.8289182e-05
1041,0.027022271,0.027022271,0.00022861126,4.2489038e-05
1482,0.016067509,0.014661149,4.5781351e-05,2.6878186e-06
2108,0.014135052,0.013897103,1.680531e-05,3.6494121e-07
3000,0.013815755,0.0137722,8.4431425e-06,8.006368e-08
3500,0.013821882,0.013772478,2.2428074e-06,4.6919697e-08
