r,J_learned,J_learned_std,count,J_exact
68.843962,14.528644,0.72086743,205,-4.5023013
86.025431,15.678157,0.24771906,205,-3.0151043
93.452604,16.219526,0.15482992,205,-2.4340339
97.560199,16.537021,0.13504447,205,-2.1261755
100.68605,16.759719,0.11090648,204,-1.8978508
103.47042,16.957762,0.10839707,205,-1.6985842
106.09843,17.145408,0.086479238,205,-1.5139163
108.43624,17.307219,0.087070501,205,-1.3523185
110.42515,17.450063,0.076089364,204,-1.2167589
112.30436,17.571683,0.063113776,205,-1.0902513
114.09679,17.697644,0.073163184,205,-0.97097614
115.80281,17.801391,0.053317471,205,-0.85868152
117.46586,17.914969,0.056966946,205,-0.75034273
119.1363,18.018481,0.056838093,204,-0.64262044
120.84047,18.130159,0.054878217,205,-0.53383052
122.50941,18.234371,0.057412746,205,-0.42835087
124.08567,18.331662,0.047768522,205,-0.32967378
125.67144,18.436687,0.046119477,204,-0.23130803
127.18982,18.526866,0.048258413,205,-0.13795905
128.74745,18.622402,0.048961308,205,-0.043031189
130.16867,18.707338,0.050207099,205,0.042860129
131.62063,18.793864,0.054110863,205,0.12990826
133.11555,18.879962,0.050520565,204,0.21880518
134.63342,18.962735,0.056056774,205,0.30832464
136.1883,19.055782,0.052522136,205,0.39926674
137.8588,19.155114,0.054207815,205,0.49612765
139.61207,19.252096,0.054465145,204,0.59686682
141.41587,19.35649,0.053768904,205,0.69954391
143.38756,19.472063,0.06268627,205,0.81068008
145.49704,19.58627,0.051691592,205,0.92834084
147.5385,19.693243,0.071702882,205,1.0410121
149.53489,19.801304,0.064509822,204,1.1500836
151.57312,19.904981,0.069313753,205,1.2603304
154.26834,20.058967,0.067988981,205,1.40443
157.23796,20.204201,0.082631083,205,1.5610396
160.47134,20.38047,0.081937611,204,1.7290582
164.18482,20.575922,0.10178276,205,1.9189141
169.44182,20.841592,0.10950641,205,2.1822175
177.06213,21.236185,0.15596351,205,2.5530976
194.76161,22.225306,0.72763897,205,3.3695765
