r,J_learned,J_learned_std,count
2.5196681,-8.098277,1.7567555,3072
3.6380938,-7.7102534,1.7169754,3072
4.2370869,-7.55339,1.7679649,3072
4.7066489,-7.3815275,1.7538126,3072
5.0854881,-7.2648995,1.7312211,3072
5.4185533,-7.2588371,1.7988691,3072
5.7329412,-7.1843563,1.7763269,3072
6.0221038,-7.1555357,1.8036469,3072
6.3017053,-7.1830225,1.7823985,3072
6.5673822,-7.1102017,1.8243293,3072
6.8260489,-7.1342234,1.8215805,3072
7.0742963,-7.1222187,1.8751504,3072
7.3227905,-7.1300874,1.837064,3072
7.5599944,-6.9951352,1.8238617,3072
7.8015257,-7.0720776,1.804592,3072
8.043097,-6.9910962,1.8042794,3072
8.2777235,-6.9810146,1.8233803,3072
8.5167846,-6.9830049,1.7903828,3072
8.754486,-7.0409413,1.8151574,3072
8.9925687,-6.9750158,1.790096,3072
9.2320395,-6.9436217,1.7949721,3072
9.4803437,-6.8797818,1.7898703,3072
9.7275027,-6.919505,1.8042078,3072
9.9773097,-6.9308311,1.7873092,3072
10.230391,-6.8734688,1.747964,3072
10.487101,-6.8634498,1.7628142,3072
10.755833,-6.8207479,1.7607637,3072
11.04203,-6.8037299,1.7121913,3072
11.328363,-6.7963793,1.6710526,3072
11.628826,-6.7198797,1.6907404,3072
11.939142,-6.6494395,1.6538125,3072
12.272677,-6.5859782,1.6688583,3072
12.626352,-6.5501785,1.625306,3072
12.998314,-6.4233602,1.6087085,3072
13.41228,-6.357864,1.5686328,3072
13.865432,-6.2562521,1.6121323,3072
14.387456,-6.1352742,1.552907,3072
15.029125,-5.9413864,1.5332964,3072
15.912615,-5.6533764,1.4918221,3072
17.741914,-5.0622761,1.4443768,3072
