r,J_learned,J_learned_std,count,J_exact
1.8453045,1.3386794,0.24232393,205,-1.6002153
2.7766428,1.7462011,0.076859507,205,-1.1829832
3.2981684,1.9386028,0.044186679,205,-0.98141931
3.6597904,2.0649312,0.035351857,205,-0.8520789
3.9478494,2.1611267,0.031622781,204,-0.7543303
4.1954664,2.2378793,0.022587176,205,-0.67368197
4.4072148,2.3048003,0.025010149,205,-0.60699963
4.6257136,2.3678615,0.019550655,205,-0.54024899
4.8155032,2.4265419,0.021336676,204,-0.48386338
5.015283,2.4836455,0.020965172,205,-0.42602012
5.1890993,2.5302486,0.018068304,205,-0.37689011
5.347572,2.5765329,0.019307831,205,-0.33302118
5.5068314,2.6205486,0.021813929,205,-0.28978487
5.6655998,2.6600746,0.01708186,204,-0.24749638
5.8160409,2.6988406,0.021476351,205,-0.20814733
5.9800466,2.7394852,0.017950012,205,-0.16601967
6.1329051,2.7785432,0.019438754,205,-0.12745124
6.2899905,2.8169344,0.019040022,204,-0.088490198
6.4370527,2.8531318,0.017456022,205,-0.052612791
6.57348,2.8865428,0.019333717,205,-0.019829748
6.7404453,2.926486,0.022460888,205,0.019658345
6.8883328,2.9598402,0.017638373,205,0.054071304
7.0413378,2.994998,0.018949825,204,0.089136568
7.2093902,3.0312452,0.021404181,205,0.12703971
7.3737467,3.0720205,0.020688783,205,0.16351128
7.5310875,3.1038657,0.019783884,205,0.19789004
7.6900388,3.1383622,0.017630274,204,0.23210506
7.8591617,3.1764463,0.021333311,205,0.26795827
8.0303599,3.213361,0.021791263,205,0.30369073
8.2173781,3.2522378,0.023454304,205,0.34210151
8.4271959,3.2953532,0.022394119,205,0.38444661
8.6411108,3.341127,0.024583665,204,0.42683348
8.8890954,3.3870608,0.021635752,205,0.47501775
9.1624488,3.4436605,0.023699082,205,0.52699459
9.4396228,3.4952488,0.023628278,205,0.57853455
9.750447,3.5551864,0.0271823,204,0.63500299
10.140845,3.6286236,0.03070774,205,0.70403937
10.620146,3.7190287,0.033029994,205,0.78609256
11.306291,3.8418185,0.052487863,205,0.8987557
12.709686,4.0827426,0.14215334,205,1.1135813
