step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
41,1,0.14734678,1.1326438e+09,5.0829657,1023
78,0.96943076,0.14965748,1.863721e+11,3.8745365,1023
147,0.89634585,0.072396319,9.0113871e+11,3.8120024,1023
279,0.91649568,0.076304208,4.808655e+11,3.8559159,1023
528,0.91488865,0.14552475,3.2276358e+11,3.6041918,1023
1000,0.95041213,0.067621108,1.4517993e+11,3.8630252,1023
1450,0.8504876,0.073997856,9.8929515e+11,4.2354119,1920
