step,E_raw,E_clip,stderr,var
62,0.12973103,0.12973103,0.0014606486,0.0020965739
88,0.12676202,0.12676202,0.0010573952,0.0021447358
126,0.12681393,0.12681393,0.0014142151,0.0019663335
179,0.12412925,0.12412925,0.0013899705,0.0019031009
254,0.11695801,0.11695801,0.001093408,0.0016513865
362,0.099133434,0.099133434,0.00090214448,0.0011269109
514,0.078577215,0.078133645,0.00043101987,0.00020851309
732,0.074190205,0.073608113,7.1572623e-05,6.2942374e-06
1041,0.073829768,0.073780871,1.2898779e-05,2.3536777e-07
1482,0.073939411,0.073815998,7.8863969e-06,6.5636211e-08
2108,0.073855065,0.073824866,3.5469708e-06,1.7119627e-08
3000,0.07383581,0.073838807,2.6641327e-06,7.815454e-09
3500,0.073848603,0.073834933,6.6113589e-07,4.3833792e-09
