step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
43,1,0.053875029,2.6736471e+09,1.7206986,1023
109,0.99792871,0.1182531,2.6403235e+10,1.8577991,1023
276,1,0.11276434,1.7764302e+09,1.9118313,1023
700,1,0.030615664,6.4138051e+09,2.0380111,1023
900,0.99867977,0.04137096,1.7126275e+10,2.5501875,2047
