r,J_learned,J_learned_std,count
2.5314366,23.681247,1.718456,3072
3.6339365,23.980555,1.7886555,3072
4.2345592,24.193516,1.741017,3072
4.6876754,24.308891,1.7705353,3072
5.0659981,24.353495,1.7848115,3072
5.4082755,24.479904,1.7789939,3072
5.7258102,24.461589,1.7708311,3072
6.0202137,24.492323,1.8039797,3072
6.2944258,24.562045,1.7502526,3072
6.5584053,24.596372,1.7732766,3072
6.8158673,24.606209,1.7741757,3072
7.0655701,24.614437,1.7756051,3072
7.312351,24.629628,1.8043876,3072
7.5627975,24.640902,1.8275296,3072
7.8043049,24.666877,1.7394837,3072
8.0408986,24.705282,1.8265103,3072
8.2831155,24.75307,1.8178349,3072
8.5218444,24.694021,1.7923967,3072
8.7616102,24.726511,1.8065807,3072
8.9926352,24.735927,1.7619456,3072
9.2329905,24.692771,1.7745107,3072
9.4782381,24.795962,1.7330959,3072
9.7293942,24.756671,1.7046307,3072
9.976817,24.831377,1.7343003,3072
10.232224,24.82834,1.7553591,3072
10.493098,24.863022,1.7623594,3072
10.768897,24.915396,1.7077445,3072
11.047773,24.92642,1.6809626,3072
11.332608,24.949395,1.7013573,3072
11.612809,24.979285,1.6471517,3072
11.917786,25.004593,1.6627132,3072
12.248646,25.076786,1.6328568,3072
12.599531,25.149827,1.6399521,3072
12.983401,25.263549,1.5955004,3072
13.397435,25.367545,1.6165377,3072
13.862133,25.43787,1.544678,3072
14.39624,25.581564,1.549939,3072
15.037898,25.71159,1.537772,3072
15.907066,26.034786,1.4597163,3072
17.762713,26.61332,1.4174256,3072
