step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,1,0.12636349,6623171.4,3.9315109,1023
159,1,0.093817571,5923635.4,3.9050843,1023
335,1,0.078900738,8143394.2,3.9910915,1023
709,1,0.12452983,4415003.9,3.9231081,1023
1500,1,0.084008735,3633213.1,4.0657916,1023
