step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
41,1,0.11403546,32143904,4.8853371,1023
78,1,0.092487421,38096121,4.5395629,1023
147,1,0.1148307,15773175,6.0442879,1023
279,1,0.10429861,12674145,6.2265271,1023
528,1,0.14836577,11483455,6.5729225,1023
1000,1,0.14327206,8866560.1,6.8227467,1023
1450,1,0.071878129,1.1391843e+08,7.5110351,2047
