step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
31,0.97102574,0.25107949,1.7370105e+11,3.9545007,1023
78,0.97963409,0.19385245,1.6000009e+11,3.3052603,1023
198,0.92686866,0.10303598,8.0396573e+11,3.4088161,1023
500,0.89247791,0.058292127,9.1458439e+11,3.4207901,1023
820,0.84146874,0.034821625,9.9882355e+11,3.1633064,1708
