step,E_raw,E_clip,stderr,var
31,3.5669569,3.5673708,0.0021375015,0.0044079049
78,3.560108,3.5606258,0.0017312105,0.0026144562
198,3.5597667,3.5599595,0.0013701028,0.001695984
500,3.5591965,3.5591459,0.0012299615,0.001676934
820,3.559235,3.5594308,0.00034260088,0.001878803
