step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,1,0.12252356,218512.97,3.8804059,255
159,1,0.16556198,148071.71,3.8999942,255
335,1,0.10329264,201424.16,3.7748026,255
709,1,0.10654686,166900.99,3.8234408,255
1500,1,0.24633329,164323.01,3.826185,255
