step,E_raw,E_clip,stderr,var
75,20.164276,20.164309,0.0099850168,0.027599241
159,20.143143,20.144636,0.0096855428,0.025798319
335,20.152603,20.154679,0.0075425557,0.025587419
709,20.150576,20.15222,0.010259698,0.029754129
1500,20.162589,20.161998,0.0091058141,0.028897668
