r,J_learned,J_learned_std,count,J_exact
72.01398,12.57713,0.64358546,205,-4.2739073
86.381892,13.554824,0.27974247,205,-3.0495946
92.619985,14.003265,0.17567262,205,-2.5607098
97.098461,14.300826,0.1669848,205,-2.2234729
100.66354,14.535292,0.10674708,204,-1.9626195
103.99166,14.774864,0.11720606,205,-1.7248404
106.70168,14.966099,0.090557658,205,-1.5351224
109.27228,15.14428,0.091758975,205,-1.3582665
111.56462,15.305373,0.07412585,204,-1.2030124
113.41046,15.428378,0.068323635,205,-1.0796314
115.3904,15.56289,0.05400565,205,-0.94886083
117.20329,15.691392,0.050288723,205,-0.83051708
118.95484,15.808624,0.039003854,205,-0.71741213
120.48267,15.912788,0.043417594,204,-0.61972186
121.99453,16.007179,0.045265057,205,-0.52392397
123.73338,16.119377,0.047863378,205,-0.41479158
125.27278,16.218985,0.042291917,205,-0.31909484
126.75809,16.31668,0.042180971,204,-0.22756172
128.28659,16.418604,0.040702437,205,-0.13417263
129.75974,16.512514,0.044306428,205,-0.044926045
131.25213,16.597085,0.049140653,205,0.044739813
132.80976,16.696567,0.050518861,205,0.13753764
134.19737,16.774627,0.051259333,204,0.2195413
135.64795,16.865248,0.050503734,205,0.30460675
137.16793,16.956338,0.054917709,205,0.39303122
138.73922,17.038011,0.059869983,205,0.4836889
140.29911,17.138699,0.066539029,204,0.57294674
141.97544,17.224032,0.058074119,205,0.6680577
143.74186,17.318045,0.064343054,205,0.76738824
145.67362,17.425458,0.059790583,205,0.87499012
147.66569,17.522171,0.063531914,205,0.98485139
149.67451,17.63949,0.068125766,204,1.094529
151.73251,17.747548,0.064775009,205,1.205763
154.3351,17.874225,0.071041245,205,1.3448331
157.3047,18.010693,0.076818363,205,1.5013912
160.95942,18.199608,0.073790602,204,1.691057
165.27241,18.422184,0.10138878,205,1.9107621
171.55227,18.721197,0.11146759,205,2.2230402
180.63949,19.200192,0.21118077,205,2.6598783
213.00064,21.628181,2.4623816,205,4.0897059
