r,J_learned,J_learned_std,count,J_exact
1.8920473,1.5019851,0.2501609,205,-1.5550582
2.7738349,1.9098476,0.067532054,205,-1.1620793
3.279008,2.1064893,0.045737021,205,-0.96645219
3.6339277,2.2344791,0.031257742,205,-0.83903202
3.947922,2.3410412,0.03070704,204,-0.73226313
4.2295655,2.4327836,0.02135951,205,-0.64076267
4.4374409,2.497954,0.017076357,205,-0.57560109
4.6325932,2.5574931,0.017288092,205,-0.51613673
4.8233528,2.6140854,0.015388139,204,-0.45951887
4.9970623,2.6644573,0.014425226,205,-0.40919062
5.1573052,2.7099395,0.013038112,205,-0.36375323
5.3221873,2.7557369,0.012356181,205,-0.31794752
5.4705715,2.796199,0.011997612,205,-0.27751265
5.6193097,2.8360462,0.010557654,204,-0.23770079
5.7704107,2.8757638,0.011287891,205,-0.19796668
5.9130253,2.9126739,0.011176829,205,-0.16109715
6.0601963,2.9501316,0.010584308,205,-0.12367156
6.2042276,2.9861593,0.01104791,204,-0.087635278
6.3512451,3.0223655,0.0095118339,205,-0.05143438
6.4933895,3.0568362,0.0098828979,205,-0.016974773
6.6350249,3.090683,0.0095980023,205,0.016848888
6.7827499,3.1254116,0.0090929322,205,0.051598759
6.9285798,3.1592703,0.01059215,204,0.08539042
7.0781496,3.1933675,0.0092404082,205,0.11953625
7.2281515,3.227107,0.010304768,205,0.15327552
7.3865998,3.2622401,0.010387179,205,0.18838214
7.5584414,3.2997127,0.010560248,204,0.22585762
7.7207296,3.3345756,0.0099310622,205,0.26069611
7.8872649,3.3697975,0.010514078,205,0.29590522
8.0805942,3.410017,0.011758807,205,0.33611426
8.290094,3.4528141,0.01288848,205,0.37890815
8.4938633,3.4937182,0.010643539,204,0.41978331
8.7065477,3.5356297,0.012589647,205,0.46168894
8.9343743,3.5796992,0.012542449,205,0.50575137
9.1976977,3.6296071,0.016762565,205,0.555656
9.5325318,3.6915535,0.018061629,204,0.61760091
9.9066274,3.7588994,0.022133175,205,0.68491051
10.387891,3.8426812,0.029527994,205,0.76873533
11.078284,3.9577679,0.042013663,205,0.88395944
12.616364,4.1921793,0.13689812,205,1.1219331
