step,E_raw,E_clip,stderr,var
62,3.5580103,3.5578423,0.0020282167,0.0018046328
117,3.5569573,3.5571473,0.0020595691,0.0017024433
222,3.5574193,3.5573286,0.0017125753,0.0014823431
419,3.556506,3.557129,0.0013649451,0.0012100742
793,3.5534898,3.5536168,0.0010152616,0.00092449081
1500,3.5550068,3.5551565,0.0013767238,0.00080651268
3000,3.553515,3.5537736,0.00035880977,0.00056328354
