step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
125,1,0.29205491,3.8244185e+09,4.050605,511
236,0.99690181,0.099511568,1.2448822e+10,3.5135748,511
446,1,0.055091244,1.1951851e+09,3.2440694,511
841,1,0.64010405,1.4059135e+08,3.8071654,511
1589,1,0.21088734,32114276,3.5542246,511
3000,1,0.18611734,8529368.7,4.2974431,511
5000,1,0.11176267,67066306,4.7994915,1023
