step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
62,0.99887204,0.92891684,6.9497335e+10,1.0005561,511
117,1,0.10232656,93949347,1.8680075,511
222,1,0.10940191,1.9157494e+08,2.5288734,511
419,1,0.16750226,57686315,2.6786752,511
793,1,0.21035156,17698954,3.8143126,511
1500,1,0.18069167,11486859,3.1281698,511
3000,1,0.11953369,79486882,5.0177922,1023
