step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
187,1,0.098567766,85217971,4.883256,1023
472,1,0.15784099,40761407,6.1412768,1023
1189,1,0.16129238,13102638,7.8807425,1023
3000,1,0.21441267,3160061.4,9.927553,1023
4000,1,0.14113615,24736106,11.757171,2047
