step,E_raw,E_clip,stderr,var
31,3.5594057,3.5620071,0.0015336341,0.0026742911
78,3.5592084,3.5592799,0.0013856191,0.0018964862
198,3.5599672,3.5598237,0.0014809307,0.0021676054
500,3.5552113,3.5560631,0.0011297001,0.0012054391
820,3.555339,3.5560834,0.00034920822,0.001011986
