r,top0,top1,top2,bot0,bot1,bot2
0.28438497,-0.018649495,-0.010051022,-0.0018550675,-8.8865479e-05,1.8618925e-05,-0.00037333058
0.48596688,-0.011477068,0.0014891995,0.0059562377,0.0019429793,-0.0010949881,0.0030918311
0.5865144,-0.016637471,-0.00038898341,0.0091370814,-0.0020759433,-0.0003380131,-0.005615421
0.67288527,-0.014535963,0.0026638995,-0.0072544732,-0.0040952063,0.0015745234,0.0017958434
0.72018531,-0.017278466,0.0048680259,-0.0051193218,0.003482093,-0.0021433892,-0.0021415828
0.78092193,-0.01794327,0.0035539583,0.0016409392,0.0040607708,0.0012777699,0.001578364
0.83587156,-0.011825455,0.0056435639,0.0036543514,-0.0017489961,0.001276561,0.0056140752
0.88540438,-0.009013354,0.0067667874,0.0049211635,-0.0030085021,0.0027975627,-0.0073170423
0.93314086,-0.012487311,-0.0013643299,0.0061985255,-0.0043142666,-0.0078171914,0.0044917975
0.98837848,-0.0056649279,0.0028943486,-0.0049642675,0.0071355358,0.0026578118,-0.0032188473
1.0332763,-0.0042921101,0.0023646583,-0.0035799067,0.0058577502,-0.0038643956,-0.0056220506
1.0730516,-0.0045618778,0.0079263022,0.00088785076,-0.0091697248,0.0035739035,-0.00034326321
1.1086352,-0.0053412422,0.0019667295,0.0048794874,0.0027162142,-0.0024357729,0.0056762144
1.1430013,-0.0099707157,0.010188572,0.0091435348,0.0045279717,-0.0042754577,-0.0043038308
1.183706,-0.0022511136,-0.0094218707,0.0097712104,0.0017969509,0.0090421691,-0.003599806
1.2271163,-0.0046235524,-0.0042811359,-0.002696612,-0.0070760465,0.005669851,-0.0041921253
1.2750573,-0.0038549325,0.00025206975,-0.0045866259,-0.002122421,0.0015939765,0.0037330048
1.315108,-0.0029688971,-0.001905462,-0.0014075128,-0.0035542159,-6.5789566e-05,0.0047407985
1.3522346,-0.0040173207,-0.0015389335,0.0049443004,0.0077744723,-0.0029054223,0.0032387795
1.3850848,0.010359967,0.0038977975,-0.0069499068,0.0039472952,-0.0020229332,0.0034869116
1.4272198,0.0017904847,-0.0046275603,-0.0063236592,-0.0010289357,0.0019168047,0.0017151917
1.4647234,0.013949525,-0.010027597,-0.0043709085,-0.0061481013,-0.0051303702,0.0048749842
1.5139131,0.0081836848,0.0014150944,-0.009247615,-0.0029694765,-0.0016433574,0.0021162456
1.5661572,0.0092285402,-0.0015392306,-0.007383148,0.0029776884,-0.0022326578,-0.011669724
1.6106318,0.0063804987,-0.0059887467,0.0025982269,-0.0039144726,0.0028622366,0.00068448124
1.6598612,0.014644065,-0.0047984123,-0.002320181,0.011476093,-0.016218632,-0.0099239352
1.7228756,0.016067004,-0.0053779463,0.0028406494,-0.0011497565,0.003229082,-0.00020474262
1.8202326,0.024256254,-0.0020365551,-0.0010834856,-0.0011025679,0.011639938,0.0044573688
1.9333094,0.03112703,0.0033071053,-0.00010776776,0.0021070892,-0.00010349388,0.0060218967
2.1998678,0.040828736,0.0043829384,0.0029363785,-0.0061926786,0.0031258517,0.0012956917
