step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
31,0.95411632,0.46820289,9.3226388e+11,1.2121447,1018
78,0.88883191,0.21971481,7.4154755e+11,1.1805103,1023
198,0.91963501,0.088729592,2.9946185e+11,1.2177414,1023
500,0.99220679,0.060924187,1.8747633e+10,1.1966,1023
820,0.94097087,0.023847138,2.2921943e+11,1.2388443,2047
