r,J_learned,J_learned_std,count
3.0006397,484.82628,5.5944094,9728
4.3550925,485.1088,5.623389,9728
5.1554851,485.2416,5.654729,9728
5.7910865,485.24005,5.7177332,9728
6.348786,485.47939,5.6808266,9728
6.8591315,485.32216,5.7090449,9728
7.3542654,485.43928,5.660392,9728
7.8341073,485.50382,5.5670515,9728
8.2882342,485.42883,5.6371984,9728
8.7346872,485.35396,5.665502,9728
9.1741865,485.46079,5.6415692,9728
9.6020588,485.48281,5.6469153,9728
10.028208,485.41984,5.6419955,9728
10.453304,485.38319,5.6397291,9728
10.880139,485.44498,5.6483335,9728
11.304477,485.45837,5.656988,9728
11.729003,485.5018,5.648414,9728
12.147964,485.47531,5.6554918,9728
12.570766,485.4638,5.6876821,9728
12.994579,485.5098,5.6697104,9728
13.419805,485.53395,5.664715,9728
13.850875,485.52352,5.583781,9728
14.282338,485.64668,5.6143906,9728
14.723317,485.62601,5.6628993,9728
15.177666,485.67046,5.6934452,9728
15.628229,485.69022,5.6025618,9728
16.095722,485.8114,5.6316817,9728
16.57473,485.8065,5.6247908,9728
17.060687,485.76094,5.6451581,9728
17.582455,485.75481,5.6135196,9728
18.126678,485.90416,5.630045,9728
18.694618,485.82569,5.6673139,9728
19.299859,486.00416,5.6792573,9728
19.94914,486.01994,5.6297042,9728
20.639897,486.15171,5.5639123,9728
21.400386,486.15968,5.622111,9728
22.266167,486.30793,5.5664095,9728
23.298843,486.5688,5.578921,9728
24.649646,486.87282,5.5148723,9728
27.071864,488.15461,5.5142375,9728
