r,J_learned,J_learned_std,count,J_exact
12.957073,5.7825542,0.49325634,205,-2.5528087
16.226702,6.4344707,0.10662627,205,-1.911933
17.864502,6.7195224,0.068862236,205,-1.6217117
18.990961,6.9053973,0.052865704,205,-1.4320639
20.019877,7.0661737,0.05059249,204,-1.2652471
20.897897,7.2052151,0.042483764,205,-1.1273758
21.68455,7.32204,0.037645777,205,-1.0071347
22.277982,7.4121624,0.0334371,205,-0.9183756
22.955368,7.5048666,0.03901885,204,-0.81901366
23.624333,7.6018011,0.034888551,205,-0.72284597
24.214621,7.685947,0.033849863,205,-0.63953955
24.767818,7.7602767,0.031999635,205,-0.56273814
25.297544,7.8294081,0.033095315,205,-0.49030856
25.830992,7.9056722,0.039198217,204,-0.41843539
26.362757,7.9721255,0.03318557,205,-0.34782006
26.881551,8.0371439,0.029675325,205,-0.27988937
27.42205,8.1077089,0.034332631,205,-0.21009711
27.932315,8.1775885,0.035092874,204,-0.14510045
28.377729,8.2296808,0.035490587,205,-0.0890529
28.877304,8.2929608,0.032843879,205,-0.026934124
29.314422,8.3436662,0.036010922,205,0.026789125
29.844246,8.4093166,0.037207894,205,0.091138857
30.319463,8.4673481,0.034685413,204,0.14815852
30.801859,8.5265871,0.037132908,205,0.20538143
31.329138,8.5892673,0.042355298,205,0.26718902
31.895467,8.6501954,0.038224724,205,0.33273565
32.458054,8.7163633,0.038987231,204,0.39701266
33.042037,8.7831226,0.036340969,205,0.46287616
33.657887,8.8523158,0.034739123,205,0.53141292
34.267426,8.918167,0.036699388,205,0.59834237
34.861918,8.9876525,0.039851239,205,0.66277625
35.534516,9.0596079,0.040732205,204,0.73469947
36.302367,9.1449526,0.042551246,205,0.81557934
37.134746,9.2333658,0.043621124,205,0.90182415
38.121373,9.3409958,0.04645815,205,1.0021915
39.175131,9.4525145,0.050528334,204,1.1072478
40.385572,9.5837602,0.05461982,205,1.2253154
41.997121,9.7522305,0.06728884,205,1.3783944
44.171781,9.9824989,0.079519252,205,1.5779778
49.230074,10.504694,0.35922326,205,2.0143234
