r,J_learned,J_learned_std,count,J_exact
0.47674865,0.33133672,0.099946909,205,-0.94154313
0.81988732,0.53336912,0.035903415,205,-0.7162915
1.0034795,0.63251751,0.023280203,205,-0.61057349
1.1369649,0.70000287,0.019817438,205,-0.53891371
1.2580881,0.75980308,0.019326365,204,-0.47722199
1.3621365,0.80833007,0.016019441,205,-0.42651845
1.4648016,0.85286214,0.013761986,205,-0.37839282
1.5555162,0.89304588,0.015144052,205,-0.33732899
1.6306915,0.92611723,0.013775958,204,-0.3042715
1.70702,0.95735224,0.013817449,205,-0.27155834
1.7805041,0.98718549,0.014281676,205,-0.24083422
1.8535028,1.0157309,0.013157948,205,-0.21102466
1.9257656,1.0436942,0.0132071,205,-0.18218188
2.0009823,1.0725692,0.013452324,204,-0.15283201
2.065045,1.0965764,0.013103173,205,-0.1283518
2.131142,1.1217069,0.015026448,205,-0.10357278
2.1939787,1.1442541,0.015234404,205,-0.080449712
2.2589651,1.1682187,0.015359743,204,-0.056963888
2.320057,1.1903253,0.017408627,205,-0.035268628
2.3888026,1.2114141,0.013317824,205,-0.011283417
2.454371,1.2356638,0.013907221,205,0.011185784
2.5218668,1.2582014,0.016646384,205,0.033914711
2.5911622,1.2804619,0.01485554,204,0.056841536
2.6585941,1.3013077,0.013239205,205,0.078768656
2.7346193,1.3276241,0.016932739,205,0.10305292
2.8087972,1.3484615,0.013839022,205,0.12631646
2.8848601,1.3733775,0.01604112,204,0.14974557
2.9601607,1.3958787,0.015244804,205,0.17253047
3.0420452,1.4223173,0.017006058,205,0.19686191
3.1274536,1.4472097,0.016536255,205,0.22176402
3.2100781,1.470853,0.01533337,205,0.24540866
3.3074327,1.4979747,0.017182683,204,0.27272779
3.4124626,1.5298812,0.017794927,205,0.30157128
3.527129,1.5598076,0.016853186,205,0.33234811
3.6542591,1.5981092,0.020658747,205,0.36564102
3.803531,1.6377971,0.022708601,204,0.40367687
3.991201,1.68973,0.025914129,205,0.44997457
4.2118066,1.7448082,0.026249234,205,0.50237705
4.5217926,1.8262319,0.033951644,205,0.57262975
5.2009153,1.9976702,0.1229501,205,0.71449824
