step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,1,0.15189878,662853.21,6.9713402,1023
159,1,0.14445198,636411.27,7.2509441,1023
335,1,0.14598235,676077.12,6.9837184,1023
709,1,0.11733949,696390.13,6.5150638,1023
1500,1,0.19972986,642446.34,6.1890973,1023
