r,J_learned,J_learned_std,count
0.39418585,7.2184392,0.97211392,3072
0.68041322,7.3041261,1.017006,3072
0.85839241,7.3422634,1.001437,3072
0.99275925,7.3662915,1.0004631,3072
1.1041355,7.3947455,0.97251374,3072
1.2060677,7.3914281,0.99277493,3072
1.2961095,7.413334,1.0071664,3072
1.3814496,7.4429873,1.0068504,3072
1.4612328,7.4409677,1.0043648,3072
1.5376932,7.4768802,0.98463205,3072
1.6099861,7.4938781,1.0176285,3072
1.6807521,7.5383307,0.99769825,3072
1.7493637,7.5399401,0.98398963,3072
1.8164438,7.5193232,0.99761038,3072
1.8827721,7.5442356,0.98662813,3072
1.9485012,7.5391673,0.99598495,3072
2.0133448,7.609967,1.0087829,3072
2.0780397,7.594723,1.0058402,3072
2.142664,7.5999871,0.98451061,3072
2.2086509,7.6084357,0.99588149,3072
2.2737504,7.6442605,0.98849145,3072
2.3383155,7.687037,0.99987888,3072
2.4055787,7.6952771,0.96299459,3072
2.4737253,7.6795451,0.97146237,3072
2.5427057,7.7214563,0.97828266,3072
2.6139966,7.7727783,0.98302153,3072
2.6860511,7.7787423,0.97553213,3072
2.7605276,7.8154203,0.96178824,3072
2.8365602,7.8206079,0.9459208,3072
2.9184874,7.8848269,0.9639832,3072
3.0050527,7.9159203,0.97162778,3072
3.0957701,7.9267526,0.97025948,3072
3.1936309,8.0270848,0.95137941,3072
3.3002914,8.0518096,0.93035116,3072
3.4168135,8.101255,0.92801547,3072
3.551012,8.2115251,0.92049617,3072
3.7117521,8.3128429,0.90608201,3072
3.9110423,8.4284883,0.88029818,3072
4.1944541,8.6342292,0.88911547,3072
4.7987251,9.1333466,0.91898977,3072
