step,E_raw,E_clip,stderr,var
75,20.152559,20.150975,0.0048927472,0.02733129
159,20.163915,20.14611,0.0067238263,0.05706625
335,20.173696,20.112714,0.0082082536,0.11554919
709,20.221559,20.10258,0.021580817,0.38807445
1500,20.463699,20.275228,0.04912123,1.9181742
