step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
25,0.99005497,0.2444647,2.8039464e+11,4.3189158,1023
63,0.97040565,0.14425191,4.144626e+11,3.9104099,1023
159,0.94156993,0.080676247,3.2882142e+11,3.9468203,1023
400,0.95457455,0.13798976,6.3766998e+11,3.7651672,1023
720,0.78307935,0.03955797,9.989126e+11,3.7739117,1502
