r,J_learned,J_learned_std,count
6.59256,47.936941,2.3450418,3072
8.8339985,48.440684,2.3989995,3072
10.004101,48.670638,2.4433428,3072
10.880025,48.684509,2.3630353,3072
11.615829,48.882335,2.4066095,3072
12.259989,49.016345,2.3857029,3072
12.859209,49.078039,2.4193232,3072
13.419804,49.195762,2.378348,3072
13.956405,49.184431,2.3998788,3072
14.478485,49.214658,2.4178025,3072
14.998001,49.339888,2.493302,3072
15.491929,49.310015,2.4760256,3072
15.974465,49.328503,2.4165532,3072
16.459042,49.350916,2.4667506,3072
16.957891,49.440373,2.4224316,3072
17.453692,49.365822,2.4475242,3072
17.948209,49.349826,2.4969393,3072
18.446426,49.451642,2.4307386,3072
18.950579,49.396689,2.5307879,3072
19.468916,49.420699,2.5305991,3072
19.994037,49.407786,2.4283379,3072
20.521108,49.482578,2.4140462,3072
21.044465,49.420443,2.4344551,3072
21.586541,49.381357,2.4626201,3072
22.139845,49.380508,2.4526023,3072
22.695478,49.40633,2.4261069,3072
23.279393,49.605951,2.3411055,3072
23.870611,49.449245,2.3424499,3072
24.472321,49.462651,2.275278,3072
25.091395,49.679355,2.3110882,3072
25.745402,49.749987,2.2952097,3072
26.411567,49.770515,2.2634144,3072
27.136993,49.824603,2.2556603,3072
27.924635,50.057579,2.2305897,3072
28.73666,50.056787,2.199451,3072
29.650947,50.222836,2.2296946,3072
30.690177,50.420836,2.1657735,3072
31.969024,50.671427,2.1151869,3072
33.65734,51.003171,2.0692396,3072
37.192286,51.825117,2.0469438,3072
