r,J_learned,J_learned_std,count,J_exact
13.102028,5.9285276,0.40616691,205,-2.5026143
16.50853,6.6079485,0.10466348,205,-1.8409182
18.071789,6.8832734,0.058253727,205,-1.5664697
19.13588,7.0616018,0.044179974,205,-1.3884457
20.090373,7.2158848,0.045321144,204,-1.2342646
21.050168,7.3661563,0.033291964,205,-1.0841001
21.778574,7.4770832,0.028312789,205,-0.97319761
22.44188,7.5757137,0.030755728,205,-0.87438193
23.167807,7.6818002,0.028720229,204,-0.76850284
23.75705,7.7661006,0.022658945,205,-0.68422669
24.343757,7.8485791,0.024011579,205,-0.60173827
24.879403,7.9228512,0.019324172,205,-0.5276271
25.385227,7.9917807,0.019993223,205,-0.45865754
25.888809,8.0594968,0.020189774,204,-0.39094375
26.370701,8.1233824,0.016357148,205,-0.32700817
26.849093,8.1861081,0.01666009,205,-0.26434749
27.305163,8.2451305,0.018835314,205,-0.20534226
27.783025,8.3061393,0.01649019,204,-0.14426394
28.230134,8.3626807,0.017018897,205,-0.08779047
28.700169,8.4213913,0.017232185,205,-0.029106294
29.170563,8.4793993,0.016205755,205,0.028936957
29.620751,8.5343771,0.01522187,205,0.083860172
30.02992,8.5837694,0.014356048,204,0.13325952
30.489199,8.638591,0.017442881,205,0.1881324
30.971088,8.6956002,0.016409569,205,0.24506633
31.484261,8.7555433,0.017799923,205,0.30499287
32.024124,8.817817,0.017749181,204,0.36727239
32.574883,8.8805829,0.01876352,205,0.43002287
33.128122,8.9428041,0.01718916,205,0.4922773
33.694194,9.0057835,0.017677339,205,0.55518917
34.243324,9.066004,0.018748142,205,0.61547727
34.890484,9.1362153,0.023413359,204,0.68561637
35.696881,9.222278,0.023680958,205,0.77167434
36.466109,9.3029918,0.024082922,205,0.85242585
37.286181,9.3876228,0.0243676,205,0.93712306
38.179007,9.4784023,0.029223358,204,1.0277583
39.261787,9.5860728,0.03163933,205,1.1355562
40.622117,9.7184798,0.043327691,205,1.2678377
42.574179,9.9024006,0.065991441,205,1.4518801
47.384746,10.325012,0.26164421,205,1.8791418
