r,J_learned,J_learned_std,count
0.43839495,9.5503196,0.80293016,3072
0.72080943,9.6648509,0.82702045,3072
0.88388868,9.7350405,0.85642021,3072
1.0157774,9.7981366,0.83631005,3072
1.1244113,9.822531,0.84016221,3072
1.2185807,9.8453002,0.84714183,3072
1.3045723,9.8282976,0.84128264,3072
1.3843881,9.8658113,0.8580629,3072
1.4617949,9.849343,0.83825375,3072
1.536553,9.8747454,0.84068021,3072
1.604677,9.903301,0.85736964,3072
1.6711524,9.8912609,0.85191955,3072
1.7349916,9.9402666,0.81506234,3072
1.7992897,9.9478723,0.85018094,3072
1.8619775,9.9456741,0.82634406,3072
1.9243446,9.9638353,0.84293689,3072
1.9864205,9.9670943,0.84020365,3072
2.0491666,9.9589515,0.82623113,3072
2.1124368,9.995257,0.8306127,3072
2.1747693,9.9972748,0.8199083,3072
2.2370834,9.9906546,0.81710064,3072
2.2998972,10.037601,0.82057482,3072
2.3628516,10.041482,0.8092867,3072
2.4281007,10.068024,0.79228291,3072
2.4930707,10.082849,0.78560628,3072
2.5598995,10.109114,0.78826785,3072
2.6281332,10.136296,0.78615415,3072
2.6988051,10.136459,0.77706613,3072
2.7712541,10.121178,0.7778594,3072
2.8468341,10.154353,0.76047833,3072
2.9242206,10.186976,0.76104708,3072
3.0076766,10.228889,0.74751227,3072
3.099265,10.300973,0.75144516,3072
3.1976668,10.32212,0.71797449,3072
3.308113,10.339763,0.71398047,3072
3.4343368,10.430584,0.72569884,3072
3.5783415,10.501467,0.70584033,3072
3.758457,10.591782,0.68853496,3072
4.0077058,10.721709,0.66583094,3072
4.5506559,11.024036,0.63945781,3072
