step,E_raw,E_clip,stderr,var
75,3.5895396,3.5895396,0.0032950302,0.011739642
159,3.6011078,3.6011078,0.0037148713,0.012388788
335,3.6008689,3.6005306,0.0038288619,0.015176125
709,3.6036735,3.6035806,0.0036624216,0.013283392
1500,3.6014733,3.601026,0.0037480208,0.016007984
