step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
87,1,0.34190494,5.775906e+09,3.3752969,383
220,1,0.76720796,3.037211e+09,2.8829204,383
555,1,0.46486606,3.1841637e+09,3.6752376,383
1400,1,0.294336,2.3674987e+09,4.0106391,383
1700,1,0.37376948,9.0854364e+08,4.7636345,383
