r,J_learned,J_learned_std,count,J_exact
2.0836068,1.599867,0.22404789,205,-1.4838054
2.8978179,1.962686,0.06078047,205,-1.1331467
3.3661758,2.14138,0.038346433,205,-0.95523429
3.706911,2.2623122,0.03081591,205,-0.83452653
3.9704852,2.3514072,0.023268233,204,-0.7455751
4.2271188,2.4346984,0.023847363,205,-0.66232674
4.4590799,2.5074261,0.020338298,205,-0.58971332
4.6697622,2.5713822,0.016998508,205,-0.52577607
4.8550301,2.6261457,0.015842297,204,-0.47104111
5.0496074,2.6822468,0.01532895,205,-0.41497433
5.223926,2.7313595,0.013196213,205,-0.36591756
5.3861228,2.776089,0.011807492,205,-0.32122084
5.5312083,2.8153361,0.010987646,205,-0.28198243
5.6757932,2.8538135,0.011682533,204,-0.2435508
5.834876,2.8953535,0.013219406,205,-0.20201144
5.9896932,2.9350915,0.010257127,205,-0.16230856
6.1436454,2.9738994,0.010829129,205,-0.12350835
6.2847036,3.0088844,0.010354902,204,-0.088533076
6.4346627,3.0454986,0.0091418092,205,-0.05193381
6.5775608,3.0798199,0.010965489,205,-0.017598853
6.7257326,3.1149118,0.0097295574,205,0.017463696
6.8762518,3.1499937,0.010230039,205,0.052537052
7.0157535,3.1820467,0.0092523756,204,0.084568184
7.1582779,3.2143268,0.0086623706,205,0.11683563
7.3126668,3.2487527,0.010027278,205,0.15128267
7.4767747,3.2848144,0.011660468,205,0.18733852
7.6609727,3.3246166,0.01070408,204,0.227144
7.8391673,3.3624909,0.011644502,205,0.26500614
8.0234267,3.4009985,0.011036814,205,0.30351192
8.2042722,3.4381926,0.011378868,205,0.34068809
8.4231624,3.4824222,0.011631983,205,0.38489743
8.6241312,3.5222601,0.012466574,204,0.42475482
8.8464221,3.5655921,0.012799358,205,0.46805489
9.0898337,3.612118,0.01444157,205,0.51455804
9.3431787,3.6595384,0.015413316,205,0.56198807
9.6365885,3.7132903,0.016607556,204,0.61573437
9.982426,3.7750556,0.019667152,205,0.6775291
10.428,3.8522915,0.026481384,205,0.75480168
11.116478,3.9666848,0.040260457,205,0.86938562
12.591812,4.1901627,0.15226887,205,1.0975323
