r,J_learned,J_learned_std,count,J_exact
0.26582386,0.24653231,0.078915951,205,-0.70631123
0.47514128,0.40195673,0.030478086,205,-0.55328064
0.60123537,0.48420278,0.018729808,205,-0.47125897
0.69089792,0.53875177,0.013262929,205,-0.41677467
0.76970051,0.58427676,0.013329699,204,-0.37122403
0.84171959,0.62417943,0.010322183,205,-0.33133469
0.90637063,0.6586754,0.0087001955,205,-0.29683315
0.96683822,0.68988724,0.0093954218,205,-0.2656071
1.024375,0.7187487,0.0071590731,204,-0.23677338
1.0754825,0.74367538,0.0074594985,205,-0.21184075
1.1229894,0.76631964,0.0059809196,205,-0.18920918
1.1685001,0.78752528,0.0065440458,205,-0.16799862
1.217085,0.80970654,0.0061297135,205,-0.14584112
1.2634978,0.83042976,0.0059334396,204,-0.12512304
1.3076866,0.84977163,0.0058256953,205,-0.10578882
1.3534748,0.86941356,0.0057779856,205,-0.086141505
1.4000141,0.88900023,0.0058129261,205,-0.066559777
1.4474737,0.90858989,0.0052950746,204,-0.046978055
1.4939704,0.92740777,0.0061476777,205,-0.028158375
1.5409878,0.94607597,0.0048293316,205,-0.0094814778
1.5894016,0.96495275,0.0053695214,205,0.0093924209
1.6415732,0.98489084,0.0060546179,205,0.029340287
1.689314,1.0028024,0.0050438154,204,0.047251753
1.7343845,1.0194298,0.0046296379,205,0.063871982
1.7786531,1.0355031,0.0041782614,205,0.079931916
1.8230706,1.0513642,0.0043852242,205,0.09579078
1.87204,1.0685662,0.0055043048,204,0.11298819
1.9232252,1.086236,0.0047600142,205,0.13065315
1.9777589,1.1047292,0.0054221707,205,0.14913659
2.034617,1.1236403,0.0050232374,205,0.16805086
2.0873187,1.140862,0.005881738,205,0.18526859
2.1522721,1.1616751,0.0062728715,204,0.2060891
2.2232713,1.1839436,0.0066469804,205,0.22836237
2.3025718,1.2082356,0.0069866165,205,0.2526671
2.3936022,1.2353992,0.0081174356,205,0.27985756
2.4931557,1.2642835,0.0093682839,204,0.30877114
2.6037738,1.2954549,0.0092369395,205,0.33994717
2.7532798,1.336093,0.012723055,205,0.38059566
2.9558973,1.388623,0.017757807,205,0.43317305
3.4050309,1.4941564,0.067845196,205,0.54071285
