r,J_learned,J_learned_std,count,J_exact
2.0477488,1.5253931,0.26781093,205,-1.5214721
2.9565152,1.9248782,0.059712643,205,-1.1307676
3.3870394,2.0896925,0.038443328,205,-0.96839973
3.7324443,2.2127965,0.031128541,205,-0.84650281
4.0351775,2.316356,0.028914114,204,-0.74504328
4.2857188,2.3975245,0.021000877,205,-0.66450924
4.5113449,2.4688296,0.020778286,205,-0.59443316
4.7008031,2.527141,0.019402562,205,-0.53726536
4.891943,2.584754,0.017579347,204,-0.48105028
5.0675229,2.6357847,0.017278113,205,-0.43063731
5.2428812,2.6856752,0.019078692,205,-0.38140251
5.4121692,2.7314917,0.014655065,205,-0.33488062
5.5704023,2.7756291,0.01699798,205,-0.29225408
5.7341832,2.8200415,0.018376786,204,-0.24896975
5.8953442,2.8620625,0.01589333,205,-0.20717589
6.0459571,2.9001444,0.016794362,205,-0.16880597
6.2048052,2.9423786,0.019008311,205,-0.12903225
6.3740604,2.9828134,0.018364199,204,-0.0874083
6.5307293,3.0229372,0.017045598,205,-0.049549103
6.6657934,3.0553489,0.018238633,205,-0.017409796
6.8137236,3.0896318,0.020459992,205,0.017277637
6.9764923,3.1289985,0.017186947,205,0.054843908
7.115086,3.1617958,0.017609845,204,0.086350164
7.2651344,3.1954308,0.01828092,205,0.11997761
7.4294656,3.2309742,0.019311677,205,0.15624755
7.592037,3.2679997,0.019468738,205,0.19157278
7.7682148,3.3053811,0.021291721,204,0.22925022
7.9457261,3.3438443,0.021544772,205,0.26659802
8.1230405,3.3807327,0.02031312,205,0.3033087
8.3185041,3.4205712,0.021129901,205,0.34311035
8.4961168,3.4558848,0.021847563,205,0.37869099
8.6946228,3.4982676,0.022121686,204,0.41781897
8.9211581,3.5416937,0.023787122,205,0.46167773
9.1735672,3.5927163,0.025632971,205,0.50958693
9.4714132,3.6488708,0.028119706,205,0.56487609
9.8128804,3.7129736,0.02746487,204,0.62668462
10.165172,3.777054,0.026323368,205,0.688777
10.597142,3.8503584,0.034549524,205,0.76272238
11.198902,3.9583722,0.044162837,205,0.86197959
12.591511,4.1786948,0.1348342,205,1.0767331
