r,top0,top1,top2,bot0,bot1,bot2
0.1787847,0.011470258,0.0060233353,0.0028136602,0.00069232241,-0.00028673305,-0.0015771989
0.30488556,0.0068902367,-0.010373667,0.011143829,-0.002275758,8.8968682e-05,0.005338681
0.36001474,0.012963317,0.0074216819,-0.0067818214,0.0035175946,0.001474319,-0.0028777658
0.40905944,0.0084452466,-0.0060648611,0.0063645565,-0.0026252418,0.0025087817,0.0012245966
0.4506626,0.0097598563,-9.6068033e-05,0.012274832,-0.0046367506,-0.00079274543,0.00056766685
0.49298477,0.021379638,0.001236774,-0.0077029608,-0.00061767636,-0.00023607718,-0.0036630092
0.52503611,0.0093769819,-0.0027704226,-0.0098719667,0.0013930837,-0.003096303,0.0013879991
0.55614935,0.01650104,-0.0043668362,-0.0045907982,0.0041718317,-0.0043492774,0.0043350703
0.58699877,0.008170616,0.00098004125,-0.0026380916,0.0014891307,0.0011043467,-0.005052649
0.61751054,0.011668482,-0.0074723363,0.009846233,-0.0050848591,0.0068959369,0.0019033674
0.65191368,0.011488533,-0.0028639878,-0.0066061493,0.014256666,0.004984146,0.0049893579
0.67586088,0.013055107,0.0018187379,-0.0043545346,-0.00057932841,-0.011028368,0.0041012608
0.69626644,0.012724186,0.0050008712,0.00081790935,0.00045935213,0.007536532,-0.0065856831
0.72054048,0.0026891483,0.0037088147,-0.006449085,-0.00024328028,-0.0029894408,0.0056267103
0.75183336,0.0088268732,-0.0002646755,-0.0014315985,-0.0050465778,-0.0024901579,-0.0092245238
0.77645674,0.0067485562,0.0021436914,-0.0083083928,-0.0098009083,0.0032210252,-0.0043331279
0.80245824,0.0037922372,0.0031400324,0.0050055387,0.0077497047,0.005180221,-0.0064246276
0.83169221,0.0014518004,-0.0075981552,0.0099784677,-0.0010020987,0.0058828904,0.01060911
0.86017042,-0.001103169,-0.0037895844,-0.0013512005,0.011698803,-0.0032824482,-0.0018505317
0.88999559,0.006277255,0.0044044808,-0.0077362854,-0.0062571607,-0.009681663,0.0049347082
0.92107719,-0.0020382516,-0.0025166568,0.0031405668,-0.006591598,-0.0046551459,-0.0092563297
0.948772,-0.0044751504,-0.0028310546,-0.0060949281,-0.0061548793,-0.00032502269,0.004841474
0.98283,-0.010649423,-0.0022936381,0.0006303896,-0.0032071424,0.0011421368,0.0014579502
1.0209616,-0.011994876,-0.00024204267,-0.00017687531,0.0053538131,0.00044528109,0.0012285911
1.0593473,-0.013216703,0.00056391911,0.0029016953,0.0040192327,-0.00058125146,0.00056434102
1.1000278,-0.0075636794,-0.0035341714,0.006042275,0.0092397796,-0.0018020284,-0.0057010689
1.1531687,-0.027321463,0.0099346515,0.011088239,-0.0087461441,0.0028620917,0.0084575723
1.2195605,-0.024686417,0.010468723,-0.0012084033,0.0015999658,0.0044035166,-0.0031797928
1.3018794,-0.03344972,0.004191822,-0.0055616539,-0.00049296145,0.0037024118,0.00060968211
1.467152,-0.046430232,-0.0038646549,-0.0011310078,-0.0024525842,-0.0056704077,-0.0022148001
