step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.99948477,0.047535589,9.8864562e+11,1.2265612,999
159,0.99912805,0.026675866,9.9308783e+11,1.2201569,992
335,0.99998461,0.090823271,9.7576969e+11,1.1958294,991
709,0.99996819,0.092268328,9.8085954e+11,1.1959622,1001
1500,0.99987866,0.10599734,9.9329606e+11,1.2036005,991
