r,J_learned,J_learned_std,count
0.52334851,59.351281,1.6955972,6759
0.84640995,59.500888,1.7013498,6758
1.0325556,59.517144,1.700632,6759
1.1796274,59.562404,1.7238757,6758
1.3042913,59.581587,1.7162885,6758
1.4162575,59.596059,1.7369319,6759
1.5199658,59.605238,1.7508602,6758
1.6162391,59.612108,1.7239526,6758
1.7073047,59.61611,1.7391213,6759
1.7937282,59.682523,1.7207134,6758
1.8780034,59.675131,1.7216269,6759
1.9621793,59.668286,1.7132834,6758
2.0436633,59.700722,1.7025081,6758
2.1235621,59.670121,1.696396,6759
2.2023286,59.723906,1.696438,6758
2.2812169,59.734513,1.7036961,6758
2.3599063,59.769566,1.7231331,6759
2.4400977,59.745486,1.6747203,6758
2.5208275,59.790242,1.7026017,6759
2.6014482,59.774651,1.7309238,6758
2.6825516,59.780779,1.6714332,6758
2.7652837,59.768592,1.6907521,6759
2.851066,59.815742,1.6942143,6758
2.9386893,59.797218,1.7057674,6759
3.0264106,59.883769,1.7074447,6758
3.1176452,59.849538,1.6836661,6758
3.2109092,59.855317,1.6916508,6759
3.306277,59.894676,1.7027739,6758
3.4046919,59.896799,1.6865384,6758
3.5066377,59.923869,1.6966341,6759
3.6133053,59.986215,1.6879652,6758
3.7262063,59.997136,1.6785632,6758
3.8449711,60.014127,1.6420841,6759
3.9716463,60.029927,1.6353164,6758
4.1138147,60.106557,1.6150926,6759
4.2709357,60.202641,1.6529897,6758
4.4492848,60.316349,1.5870624,6758
4.6681098,60.443088,1.5771564,6759
4.9630951,60.607932,1.5570232,6758
5.5644752,61.117893,1.5477484,6759
