step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
200,1,0.36942131,5.6045166e+08,2.0844831,255
423,1,0.22937534,3.0055937e+08,2.8028391,255
894,1,0.27738603,3.9843142e+08,4.2834911,255
1891,1,0.33682345,1.169405e+08,4.9282009,255
4000,1,0.38343544,1.1788987e+08,4.0891349,255
4600,1,0.51608294,51987188,4.822146,255
