step,E_raw,E_clip,stderr,var
200,68.293482,68.293482,0.21985953,11.39234
423,69.190561,69.190561,0.26218963,16.175656
894,68.378795,68.378795,0.22991149,15.864962
1891,68.746673,68.746673,0.24973174,16.966292
4000,68.949522,68.949522,0.26260545,16.727833
4600,68.609187,68.609187,0.21481391,16.179652
