step,E_raw,E_clip,stderr,var
75,3.5548008,3.5550809,0.0018215136,0.0007684428
159,3.5577231,3.5579519,0.0018917856,0.0010487081
335,3.5535157,3.5527801,0.0016433717,0.00079656454
709,3.5548057,3.5547705,0.0013157575,0.00065640789
1500,3.5572016,3.5546769,0.0016223696,0.00076296617
