r,J_learned,J_learned_std,count,J_exact
0.27438965,0.25601701,0.072070602,205,-0.70465742
0.47183056,0.40219228,0.031803967,205,-0.56061786
0.60630694,0.49004729,0.017970105,205,-0.47318704
0.702382,0.54824596,0.015087733,205,-0.4150963
0.78382478,0.59504738,0.012680682,204,-0.36836493
0.85394643,0.63362058,0.010007697,205,-0.32980816
0.91992474,0.66859694,0.0092171647,205,-0.29483876
0.9778072,0.69826884,0.0084656117,205,-0.26513595
1.033439,0.72599839,0.0081046112,204,-0.23739624
1.0910374,0.75392036,0.0079353004,205,-0.20946444
1.1427321,0.77835894,0.0062070012,205,-0.18504304
1.1906993,0.80050302,0.0061157351,205,-0.16290393
1.2392035,0.82240806,0.006036485,205,-0.1410045
1.2841386,0.84228923,0.005829568,204,-0.12113576
1.327976,0.86129771,0.0050673895,205,-0.10212551
1.3723263,0.88017155,0.0054349129,205,-0.083253707
1.4165907,0.89865712,0.0049555497,205,-0.064766973
1.4635112,0.91789606,0.0057455304,204,-0.045537067
1.5096377,0.93645373,0.0052007005,205,-0.026986314
1.5558406,0.95465,0.0049143241,205,-0.0087435466
1.6007308,0.9720909,0.0050866508,205,0.008667761
1.646156,0.98936837,0.0053292359,205,0.025983296
1.6942841,1.0073932,0.0051177663,204,0.0440078
1.7412971,1.0246807,0.0049731686,205,0.061306473
1.7885561,1.0417471,0.0049720223,205,0.078399218
1.8364883,1.0588155,0.0048291409,205,0.09544204
1.8815329,1.0745355,0.0046361072,204,0.11119767
1.9305935,1.091451,0.0053173723,205,0.12808021
1.9868981,1.1104847,0.0051835429,205,0.14711066
2.0403387,1.1282137,0.0057721004,205,0.16484419
2.105044,1.1492472,0.0061241313,205,0.18590313
2.1726276,1.1708229,0.0064496258,204,0.2074354
2.2474948,1.1941162,0.006820965,205,0.23075912
2.3268255,1.2182019,0.0073365762,205,0.2548938
2.4159346,1.2445892,0.0084505475,205,0.2813264
2.5259371,1.2762335,0.0086400626,204,0.3130215
2.6362774,1.3071143,0.010569856,205,0.34383569
2.7860417,1.3473387,0.012359919,205,0.38419631
2.9925081,1.4004229,0.018005794,205,0.43729486
3.445642,1.506412,0.057966459,205,0.54479951
