r,J_learned,J_learned_std,count,J_exact
0.51520605,0.46043514,0.11263837,205,-0.91196694
0.82570222,0.6662843,0.037209839,205,-0.71059595
0.99565653,0.76457279,0.024355097,205,-0.61269455
1.1394447,0.84200075,0.018659145,205,-0.53541283
1.2553287,0.90107787,0.014190818,204,-0.47638731
1.3488845,0.94684427,0.011992688,205,-0.4306578
1.4348623,0.98745705,0.011900472,205,-0.39003334
1.5216365,1.0271806,0.011618584,205,-0.35030404
1.6064891,1.0648734,0.010344444,204,-0.312614
1.6876355,1.099916,0.010203114,205,-0.27758015
1.7641816,1.1321318,0.0090883607,205,-0.24538815
1.8385092,1.1626618,0.0086054844,205,-0.21488392
1.9068892,1.190127,0.0079718274,205,-0.18744663
1.9756297,1.2171251,0.0082655507,204,-0.16044277
2.0459131,1.2441681,0.0080169195,205,-0.13340674
2.1191516,1.2717476,0.0069566293,205,-0.10582533
2.1863212,1.2965398,0.007747565,205,-0.081038202
2.2521496,1.3203827,0.0068128997,204,-0.057199738
2.3129394,1.3420241,0.006048427,205,-0.035570309
2.3810932,1.3658402,0.006873293,205,-0.011743856
2.4492087,1.3892098,0.0063545592,205,0.011638139
2.5151121,1.4114175,0.0064338422,205,0.033865283
2.5838366,1.4342128,0.0063589251,204,0.056644201
2.6485688,1.4552908,0.0059251709,205,0.077739348
2.7156277,1.4767969,0.0066706072,205,0.099236317
2.7864596,1.4991033,0.0065020358,205,0.12156211
2.8578045,1.5212119,0.0062941496,204,0.1436675
2.929717,1.5431082,0.0065857942,205,0.16557402
3.0038021,1.5652984,0.0064289912,205,0.18776221
3.0791631,1.5874842,0.0073233113,205,0.20995017
3.1582463,1.6103484,0.0062376838,205,0.23283359
3.2426738,1.63436,0.006958172,204,0.25682681
3.3335468,1.6596749,0.0084754412,205,0.28216652
3.4501045,1.6914804,0.0093936049,205,0.31396219
3.574636,1.7245595,0.009765708,205,0.34709634
3.7049395,1.7583029,0.010547848,204,0.38088696
3.8685148,1.7994392,0.012790612,205,0.42210213
4.0797926,1.8507141,0.016484471,205,0.47347924
4.382966,1.920889,0.023553657,205,0.54384055
5.0972326,2.0691186,0.095505926,205,0.6960162
