step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
62,0.99471266,0.047348938,3.5411926e+10,1.0988514,511
102,0.99529864,0.071354024,2.4560162e+10,1.1255775,511
167,0.99736602,0.068367277,3.3194368e+10,1.1766895,511
275,0.99764874,0.12955942,2.7451735e+10,1.1926827,511
451,1,0.045831186,4.928782e+09,1.2813092,511
741,1,0.10511286,1.696319e+09,1.4415679,511
1218,1,0.12558065,6.5275793e+08,1.4764366,511
2000,1,0.11637501,3.1743381e+08,1.5696925,511
3200,1,0.092340139,9.8075932e+09,1.9416635,1023
