step,E_raw,E_clip,stderr,var
62,3.575168,3.5753669,0.0030998962,0.0079906786
157,3.5824512,3.5828269,0.0028858072,0.0062358417
396,3.5712034,3.5715485,0.0022375325,0.005918734
1000,3.5738907,3.5741074,0.0026127612,0.0048528439
1600,3.570866,3.5712646,0.00064430312,0.0055422901
