file,N,omega,idx,std,w_eff,importance
analysis_CTNN_N2_omega_1.0.json,2,1.0,10,0.4115849672174206,0.0027637971038735488,0.0011375373403933965
analysis_CTNN_N2_omega_1.0.json,2,1.0,11,0.9396373792611539,0.21705786972390412,0.2039556878553782
analysis_CTNN_N6_omega_0.001.json,6,0.001,0,0.13882706939636166,5.067442240285354,0.7034981555541493
analysis_CTNN_N6_omega_0.001.json,6,0.001,1,0.1513531800894221,3.4711743990546906,0.5253732839419162
analysis_CTNN_N6_omega_0.001.json,6,0.001,2,0.2234628449523411,2.494861141864591,0.5575087685221077
analysis_CTNN_N6_omega_0.001.json,6,0.001,3,0.09715348076196485,4.817814632628085,0.46806746122574544
analysis_CTNN_N6_omega_0.001.json,6,0.001,4,0.11198543196918664,5.8095268081749625,0.6505823691500433
analysis_CTNN_N6_omega_0.001.json,6,0.001,5,0.12435334576772666,8.97068818366987,1.115535089478359
analysis_CTNN_N6_omega_0.001.json,6,0.001,6,0.1546315920795039,11.085219256358881,1.7141251021611479
analysis_CTNN_N6_omega_0.001.json,6,0.001,7,0.24486380718940395,7.719185088203999,1.8901490490973063
analysis_CTNN_N6_omega_0.001.json,6,0.001,8,0.15484737577830796,3.9696902834395575,0.6146961230432629
analysis_CTNN_N6_omega_0.001.json,6,0.001,9,0.18288029805486042,10.487260501333552,1.9179133262628447
analysis_CTNN_N6_omega_0.001.json,6,0.001,10,1.0044181441037667,0.8572031279521296,0.8609903748976218
analysis_CTNN_N6_omega_0.001.json,6,0.001,11,0.040296267231489775,0.84118453693859,0.0338965968914744
analysis_CTNN_N6_omega_0.01.json,6,0.01,0,0.12908542173723625,0.18763915763882458,0.024221479798227426
analysis_CTNN_N6_omega_0.01.json,6,0.01,1,0.10668336445740971,3.4667683995535548,0.36984651665900287
analysis_CTNN_N6_omega_0.01.json,6,0.01,2,0.16490281016517494,1.786668926100191,0.29462672674871676
analysis_CTNN_N6_omega_0.01.json,6,0.01,3,0.08133755511374258,3.185701402442494,0.25911716339709334
analysis_CTNN_N6_omega_0.01.json,6,0.01,4,0.10842230031371324,2.674289182025987,0.2899525848193361
analysis_CTNN_N6_omega_0.01.json,6,0.01,5,0.2575970287675645,1.9005505606681035,0.4895761774506323
analysis_CTNN_N6_omega_0.01.json,6,0.01,6,0.2650060949376713,2.9588562353869126,0.7841149364218648
analysis_CTNN_N6_omega_0.01.json,6,0.01,7,0.3676086785437841,1.3720058411223313,0.5043612542093332
analysis_CTNN_N6_omega_0.01.json,6,0.01,8,0.20818570925235014,2.480945834119045,0.5164974680927368
analysis_CTNN_N6_omega_0.01.json,6,0.01,9,0.2011508709418182,3.61995594275515,0.7281572906562089
analysis_CTNN_N6_omega_0.01.json,6,0.01,10,0.6253789164432868,1.5928466464567441,0.9961327098214418
analysis_CTNN_N6_omega_0.01.json,6,0.01,11,0.10187882166441292,1.2453097790072463,0.12687069289242872
analysis_CTNN_N6_omega_0.1.json,6,0.1,0,0.42251217269114305,0.07296027106564441,0.03082660264808016
analysis_CTNN_N6_omega_0.1.json,6,0.1,1,0.34582123437198886,0.07818537000103892,0.02703816116358995
analysis_CTNN_N6_omega_0.1.json,6,0.1,2,0.5865794223638262,0.060593552087117634,0.035542930782233875
analysis_CTNN_N6_omega_0.1.json,6,0.1,3,0.5502465182733816,0.04489865007435302,0.024705325878587654
analysis_CTNN_N6_omega_0.1.json,6,0.1,4,0.7479476758475343,0.043297116777485975,0.03238397786461992
analysis_CTNN_N6_omega_0.1.json,6,0.1,5,0.13209943789848372,0.5873940583891784,0.07759442493811959
analysis_CTNN_N6_omega_0.1.json,6,0.1,6,0.4410160036374082,0.7935204333440979,0.34995521031803845
analysis_CTNN_N6_omega_0.1.json,6,0.1,7,0.10151987299360957,6.119520215059664,0.6212529150146834
analysis_CTNN_N6_omega_0.1.json,6,0.1,8,0.03896301826567728,2.766300941824191,0.10778343412465621
analysis_CTNN_N6_omega_0.1.json,6,0.1,9,0.40244741312623156,0.8194255353834016,0.3297756869646273
analysis_CTNN_N6_omega_0.1.json,6,0.1,10,0.43670246416810865,0.2775044169553739,0.12118686270194606
analysis_CTNN_N6_omega_0.1.json,6,0.1,11,0.19079322031977267,3.2104274234559886,0.6125277867240785
analysis_CTNN_N6_omega_0.5.json,6,0.5,0,0.28410674944501924,0.10694303273627877,0.03038323740649644
analysis_CTNN_N6_omega_0.5.json,6,0.5,1,0.2822683795073444,0.09871933935499211,0.027865347945769232
analysis_CTNN_N6_omega_0.5.json,6,0.5,2,0.2521015807675187,0.08762010446490637,0.022089166842618017
analysis_CTNN_N6_omega_0.5.json,6,0.5,3,0.19389342671944373,0.1226870611683353,0.023788214704066533
analysis_CTNN_N6_omega_0.5.json,6,0.5,4,0.3027874279223779,0.059778159269521056,0.018100075091152534
analysis_CTNN_N6_omega_0.5.json,6,0.5,5,0.15524237682742653,0.3102306893651186,0.04816094958185205
analysis_CTNN_N6_omega_0.5.json,6,0.5,6,0.6349814773428284,0.8885722268154471,0.5642269053090794
analysis_CTNN_N6_omega_0.5.json,6,0.5,7,0.21564957185885153,0.7741913241176925,0.16695402758281774
analysis_CTNN_N6_omega_0.5.json,6,0.5,8,0.30534552259643954,1.1511737388472556,0.3515057468876125
analysis_CTNN_N6_omega_0.5.json,6,0.5,9,0.07417724687596612,1.06316942511602,0.07886298091781
analysis_CTNN_N6_omega_0.5.json,6,0.5,10,0.369111726731816,0.05378806494823089,0.019853805530604573
analysis_CTNN_N6_omega_0.5.json,6,0.5,11,0.2625347459824869,1.1380383080800494,0.2987745981301349
analysis_CTNN_N6_omega_1.0.json,6,1.0,0,0.3410640663932531,0.0540208484084093,0.018424570228185572
analysis_CTNN_N6_omega_1.0.json,6,1.0,1,0.21172619413720906,0.24610972638440448,0.052107875707519825
analysis_CTNN_N6_omega_1.0.json,6,1.0,2,0.04857525775757773,0.26297897862995756,0.012774271671774714
analysis_CTNN_N6_omega_1.0.json,6,1.0,3,0.08377545101022316,0.39295694462600117,0.032920145263642536
analysis_CTNN_N6_omega_1.0.json,6,1.0,4,0.2621140791646755,0.06764833203332968,0.017731580257942428
analysis_CTNN_N6_omega_1.0.json,6,1.0,5,0.3017348841370231,0.03025907314440408,0.009130217929320473
analysis_CTNN_N6_omega_1.0.json,6,1.0,6,0.14730692830482736,0.0920681409615232,0.013562275039777838
analysis_CTNN_N6_omega_1.0.json,6,1.0,7,0.165158301218939,0.939880465790491,0.15522906107882262
analysis_CTNN_N6_omega_1.0.json,6,1.0,8,0.10164610829381883,0.3773568656101953,0.03835685682722995
analysis_CTNN_N6_omega_1.0.json,6,1.0,9,0.4214439124221855,1.2737886808334922,0.5368304852495615
analysis_CTNN_N6_omega_1.0.json,6,1.0,10,0.3203964007603816,0.02511395984704977,0.00804642234383549
analysis_CTNN_N6_omega_1.0.json,6,1.0,11,0.27288534045227697,0.7659613586132905,0.20901962611847638
analysis_CTNN_N12_omega_0.001.json,12,0.001,0,0.9931535249106107,2.2022518713609793,2.1871742087831456
analysis_CTNN_N12_omega_0.001.json,12,0.001,1,0.3960623645476722,7.234391518455713,2.8652702108631942
analysis_CTNN_N12_omega_0.001.json,12,0.001,2,0.33243020103253934,10.767858637684334,3.5795614116153684
analysis_CTNN_N12_omega_0.001.json,12,0.001,3,0.6277267348967024,0.8481887535467609,0.5324307568400121
analysis_CTNN_N12_omega_0.001.json,12,0.001,4,0.6025112185077601,4.727477831181181,2.8483584285333965
analysis_CTNN_N12_omega_0.001.json,12,0.001,5,0.2925684258426427,13.068860265974152,3.8235358755735183
analysis_CTNN_N12_omega_0.001.json,12,0.001,6,0.35993231640359186,21.720896877872434,7.8180527276161715
analysis_CTNN_N12_omega_0.001.json,12,0.001,7,0.3853464552506685,30.51938693424778,11.76053757153595
analysis_CTNN_N12_omega_0.001.json,12,0.001,8,0.31664765016234236,10.22232403100268,3.236874883615042
analysis_CTNN_N12_omega_0.001.json,12,0.001,9,0.18955479703790262,20.47752300190715,3.8816127164654923
analysis_CTNN_N12_omega_0.001.json,12,0.001,10,1.0022161831547656,6.590388100630514,6.604993607722498
analysis_CTNN_N12_omega_0.001.json,12,0.001,11,0.03717101858199497,4.776094443637072,0.17753229531379652
analysis_CTNN_N12_omega_0.01.json,12,0.01,0,0.42216368198786275,0.5071452886374459,0.21409832235398157
analysis_CTNN_N12_omega_0.01.json,12,0.01,1,0.3617723001225551,3.5664736939345882,1.2902513915813016
analysis_CTNN_N12_omega_0.01.json,12,0.01,2,0.18442522028555713,4.26657105056206,0.7868633058638889
analysis_CTNN_N12_omega_0.01.json,12,0.01,3,0.32016600953986457,1.124325597318116,0.3599708399168659
analysis_CTNN_N12_omega_0.01.json,12,0.01,4,0.3098215815683941,2.8460315431669043,0.8817619938975076
analysis_CTNN_N12_omega_0.01.json,12,0.01,5,0.12284858836381603,8.742950068436356,1.074059074042735
analysis_CTNN_N12_omega_0.01.json,12,0.01,6,0.1580801122340442,11.698464754563355,1.8492946213673855
analysis_CTNN_N12_omega_0.01.json,12,0.01,7,0.16955886404988746,10.503170912538792,1.7809057288518975
analysis_CTNN_N12_omega_0.01.json,12,0.01,8,0.14621757956996653,9.08179016883852,1.327917376649886
analysis_CTNN_N12_omega_0.01.json,12,0.01,9,0.11805790814771698,9.263913532951099,1.0936782529615332
analysis_CTNN_N12_omega_0.01.json,12,0.01,10,0.6412979291140222,3.2212582025481433,2.065786214435682
analysis_CTNN_N12_omega_0.01.json,12,0.01,11,0.07037166250409144,3.4151388451261733,0.24032899821383166
analysis_CTNN_N12_omega_0.1.json,12,0.1,0,0.16523322402957216,0.18792393958253029,0.03105127840956001
analysis_CTNN_N12_omega_0.1.json,12,0.1,1,0.16745102042178778,0.3736136887312377,0.06256199342159394
analysis_CTNN_N12_omega_0.1.json,12,0.1,2,0.2550085053639006,0.14584704263354875,0.03719223635372635
analysis_CTNN_N12_omega_0.1.json,12,0.1,3,0.23967110844958983,0.18840652460432564,0.04515560059105365
analysis_CTNN_N12_omega_0.1.json,12,0.1,4,0.28421916744382597,0.1264828188419413,0.03594884146720482
analysis_CTNN_N12_omega_0.1.json,12,0.1,5,0.7055702851714819,3.166880907564942,2.2344570650547175
analysis_CTNN_N12_omega_0.1.json,12,0.1,6,0.08050200014109186,5.459957585548354,0.4395375063221692
