r,J_learned,J_learned_std,count
0.41210866,8.9068121,0.96668389,3072
0.67885449,8.9814714,0.9366103,3072
0.83909977,9.0768379,0.97288558,3072
0.96198803,9.1032775,0.93091669,3072
1.0635685,9.0906368,0.955476,3072
1.1547933,9.1211419,0.9483899,3072
1.2408343,9.1494099,0.95412966,3072
1.3190047,9.1600321,0.95825456,3072
1.3941876,9.164208,0.95649589,3072
1.4649994,9.1788799,0.96018861,3072
1.5337305,9.1944047,0.94817608,3072
1.6013704,9.2140721,0.96107879,3072
1.6667173,9.2162664,0.95786752,3072
1.7303749,9.2324848,0.97492538,3072
1.7938736,9.2153834,0.94194939,3072
1.857949,9.2357587,0.9635421,3072
1.9206267,9.2255451,0.91260652,3072
1.9840483,9.2795523,0.96288595,3072
2.0467658,9.2588947,0.96324164,3072
2.1109341,9.2738711,0.93404119,3072
2.1751038,9.2892356,0.93966807,3072
2.2384447,9.3003807,0.94306376,3072
2.3038543,9.3017701,0.93722537,3072
2.3707736,9.3538949,0.93201829,3072
2.4403398,9.3527834,0.9547635,3072
2.5092697,9.3758146,0.93168218,3072
2.5823631,9.3988703,0.95061704,3072
2.6571541,9.4046939,0.92441941,3072
2.7343204,9.4184664,0.92665051,3072
2.8164117,9.4548631,0.93996908,3072
2.9011884,9.5230859,0.90496542,3072
2.990792,9.5239885,0.8940182,3072
3.0882518,9.5658489,0.89618188,3072
3.1944643,9.6363762,0.8928555,3072
3.3132185,9.6534584,0.86664284,3072
3.4466367,9.7316891,0.86641499,3072
3.6046649,9.7859324,0.83187147,3072
3.7990743,9.9386641,0.82105705,3072
4.0716162,10.091397,0.80736634,3072
4.6643452,10.529046,0.7902084,3072
