r,J_learned,J_learned_std,count,J_exact
0.28204313,0.26098483,0.076902139,205,-0.696704
0.49331926,0.41611432,0.028177814,205,-0.54415765
0.6157887,0.49526369,0.019149466,205,-0.46533578
0.71210795,0.55328837,0.015052042,205,-0.40743363
0.79387105,0.59999702,0.012641172,204,-0.3607831
0.86531423,0.63906635,0.0097571188,205,-0.32172942
0.92501691,0.67055849,0.0092313427,205,-0.29022423
0.98446525,0.70098301,0.0090904312,205,-0.25980949
1.0416908,0.72943166,0.0068311109,204,-0.23138067
1.0912865,0.75342868,0.0077824164,205,-0.20737956
1.1460553,0.77933663,0.0069439054,205,-0.18152753
1.1941962,0.80150438,0.00649024,205,-0.15934316
1.2415334,0.82288782,0.005722415,205,-0.13799877
1.2849958,0.84209395,0.0061192045,204,-0.1187948
1.3313025,0.86218413,0.0056570374,205,-0.098731861
1.3758764,0.88111464,0.0053756378,205,-0.079792569
1.4180385,0.89871364,0.0052902744,205,-0.062202285
1.4615248,0.91653631,0.0054968771,204,-0.04437796
1.5079273,0.93522646,0.0051606241,205,-0.02570232
1.5508076,0.95217587,0.0050848795,205,-0.0087489665
1.5956373,0.96957842,0.0051889214,205,0.00867309
1.6445359,0.98825151,0.0053747248,205,0.027336608
1.686142,1.0038507,0.0047152605,204,0.042946994
1.7327909,1.0210546,0.0047307548,205,0.06016443
1.7784791,1.037654,0.0053123995,205,0.076744745
1.8326793,1.0569627,0.0058043193,205,0.096064033
1.8913735,1.0774693,0.0050394831,204,0.11657269
1.9418589,1.0947868,0.0051671512,205,0.13388269
1.9993138,1.1141476,0.0055899404,205,0.15322455
2.0560536,1.1328756,0.0055802929,205,0.17196544
2.11531,1.1520998,0.0057685329,205,0.19116971
2.1796585,1.1725569,0.0058342856,204,0.21161483
2.245845,1.1931539,0.0060654045,205,0.23221674
2.3194435,1.215569,0.0071194288,205,0.25463817
2.4075611,1.2417452,0.0078353935,205,0.28083781
2.5084944,1.2708913,0.00883296,204,0.31002803
2.6261342,1.3038508,0.010172606,205,0.34300812
2.7799223,1.3453592,0.013721453,205,0.38454445
2.9975795,1.4011912,0.019090371,205,0.44053005
3.4602952,1.5082408,0.074865384,205,0.55005595
