step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
75,0.99999754,0.11974118,3.3361147e+11,1.8078842,1023
159,0.99999851,0.16952457,3.0441726e+11,1.80413,1022
335,0.99999793,0.28183722,9.8204695e+11,1.8722626,973
709,0.99999857,0.2393094,9.5461451e+11,2.4924638,574
1500,0.99999976,0.16678917,9.3823253e+11,2.8921398,456
