r,J_learned,J_learned_std,count
2.5672761,-8.1574322,1.7831852,3072
3.669772,-7.7547652,1.7404524,3072
4.2602501,-7.5784951,1.7549215,3072
4.7234228,-7.5179999,1.7769129,3072
5.10931,-7.4362719,1.8062294,3072
5.4525083,-7.3880206,1.8444339,3072
5.7573937,-7.3295252,1.8400971,3072
6.041753,-7.2493172,1.8223696,3072
6.3154607,-7.2361501,1.7703289,3072
6.5809887,-7.2327435,1.7763555,3072
6.8413804,-7.1552458,1.8045758,3072
7.0908174,-7.1169606,1.8068861,3072
7.3367694,-7.1677658,1.8530509,3072
7.5774395,-7.1236477,1.8004419,3072
7.819443,-7.1426015,1.8071253,3072
8.0624022,-7.0676645,1.8021491,3072
8.30265,-7.05034,1.8355979,3072
8.531345,-7.1065723,1.8080413,3072
8.7610312,-7.0199861,1.8527422,3072
9.0015556,-7.0249496,1.8042384,3072
9.2462062,-7.0598326,1.7975266,3072
9.4855428,-7.0449194,1.7920888,3072
9.7338064,-6.9486323,1.7799746,3072
9.985084,-6.9694532,1.7995011,3072
10.240668,-7.0074386,1.7615936,3072
10.511335,-6.8678255,1.757546,3072
10.786922,-6.9408962,1.7155903,3072
11.06372,-6.8417166,1.6879623,3072
11.35003,-6.8523004,1.6946145,3072
11.649731,-6.75778,1.6620987,3072
11.963439,-6.7182316,1.680933,3072
12.28997,-6.6525825,1.6536866,3072
12.640929,-6.6039579,1.6233798,3072
13.013292,-6.6104659,1.6392506,3072
13.427679,-6.4062663,1.6187484,3072
13.884482,-6.3705764,1.5957723,3072
14.414817,-6.1921396,1.5463419,3072
15.064848,-6.0187975,1.5099589,3072
15.947547,-5.6978583,1.5077809,3072
17.80518,-5.1541488,1.4744563,3072
