step,E_raw,E_clip,stderr,var
43,3.5612913,3.5616766,0.0015346042,0.003244339
109,3.5596655,3.5597712,0.0015085956,0.0019586647
276,3.5593868,3.5595243,0.001075184,0.0015860188
700,3.5567434,3.5565272,0.0011043235,0.0012415574
900,3.555846,3.5562753,0.0003881958,0.001181256
