step,E_raw,E_clip,stderr,var
25,9.123872,9.1648115,0.24800434,53.358389
63,0.69427489,0.69428254,0.00046466696,0.00024737076
159,0.69088675,0.6908895,0.00015463388,2.9899395e-05
400,0.68999911,0.69006634,0.00015944342,2.663223e-05
720,0.69001639,0.69003316,4.7346417e-05,1.9574663e-05
