ansatz,N,omega,ell,r_mode,r_mean,r_std,r_rms,r_mode_over_ell,r_mean_over_ell,radial_fwhm,radial_gamma,lindemann_mean,lindemann_std,lindemann_max,lindemann_min,r_s_from_gr,r_s_over_ell,mean_angle,std_angle,radial_q10,radial_q25,radial_q50,radial_q75,radial_q90,phase
bf,12,0.001,31.622776601683796,118.81307397654615,106.0395335765258,41.94032883697466,114.03233692282514,3.7571992957196487,3.3532644812372228,111.09793930274446,0.35299422389537477,0.43424753748531847,0.012753187243179491,0.4494040572873625,0.4153320741366298,0.16787710241710557,0.005308740106274119,1.6654842439975857,0.8700451476850338,49.50172851461326,75.83640187164778,107.02583670539039,136.3223006599551,160.11022481760526,unknown
bf,12,0.01,10.0,40.021086301590906,33.97754263432223,12.503711378544779,36.20519578327308,4.002108630159091,3.3977542634322235,27.26711374394106,0.31242808564263624,0.40164284080136275,0.025603893119974658,0.429875840909292,0.36965385155719466,25.61186969623223,2.561186969623223,1.6807697488845599,0.8525740029476512,15.472728128397407,25.33924508025608,35.93042201696687,43.46554000392455,48.77211013056938,unknown
bf,12,0.1,3.162277660168379,9.507779444581097,7.8824275462892865,3.0404635751118536,8.448495888268049,3.0066238535406926,2.4926424537526466,7.175682599683846,0.319786927413924,0.41348755032787243,0.03435152347593662,0.4502951928353312,0.372298180410438,5.91953230608859,1.871920477018896,1.6795284851112249,0.8583447327313549,3.463802345703991,5.734447275285131,8.23169530115575,10.148586293393182,11.588968803144015,unknown
bf,12,0.5,1.414213562373095,3.2542715340884674,2.863954013090858,1.1492027211713414,3.0859195523290697,2.3011174695763046,2.025121303662972,2.8560695320270097,0.3531367032939484,0.425685456194004,0.04175896610991029,0.47170672947326353,0.3759907945477667,2.433427546610192,1.7206931197342101,1.6694048344947243,0.8654889757873383,1.2269320734877325,2.061066554587245,2.9428553574426073,3.69846675127251,4.305866387145,unknown
bf,12,1.0,1.0,2.049201437293453,1.86726254530945,0.7610577677158606,2.016402325657302,2.049201437293453,1.86726254530945,1.7827133580041696,0.37139236478432863,0.4306562785759163,0.04080667675351088,0.47407119984736434,0.38005557698601855,0.006137219219558253,0.006137219219558253,1.6664030615475172,0.8677183026746671,0.8018915598364857,1.33034276368606,1.9086608241727194,2.4129127130432106,2.8266978656934634,unknown
bf,2,0.01,10.0,16.73775728156319,15.133075533279435,5.80280641380243,16.207483992650037,1.673775728156319,1.5133075533279434,13.604204548485148,0.3466896022081931,0.2559233328204816,nan,0.2559233328204816,0.2559233328204816,24.523912952146254,2.4523912952146256,2.481137616247903,0.5204451444843653,7.740746962244406,10.987154994297462,14.984547880784953,19.016651693789914,22.74105844177991,crossover
bf,2,0.1,3.162277660168379,3.4303310594713867,3.8332853876667183,1.7431345348058878,4.2110087710348125,1.0847659276348096,1.212191274646835,4.28245151373498,0.5081534419230384,0.34621612952485153,nan,0.34621612952485153,0.34621612952485153,4.036377097109681,1.276414512220524,2.210993729043625,0.7044047661384344,1.611732962288728,2.5586046019045563,3.722493795929524,4.982465273135938,6.167459135797825,crossover
bf,2,0.5,1.414213562373095,1.148185866176278,1.3984994040878416,0.723863156353072,1.5747312317851196,0.811890012035796,0.9888884121158585,1.708927800820507,0.6304407480329837,0.47090904837648906,nan,0.47090904837648906,0.47090904837648906,0.031820669450418636,0.02250061115028663,1.844993206109128,0.8623855926139373,0.518639468618926,0.851039184168942,1.3184060552921006,1.8568020210467566,2.3834671608775886,crossover
bf,2,1.0,1.0,0.7789463382856769,1.0197892258056647,0.508609991327796,1.1395850948252078,0.7789463382856769,1.0197892258056647,1.1652530588988987,0.6529461226394062,0.4332507900147637,nan,0.4332507900147637,0.4332507900147637,0.0082947046755221,0.0082947046755221,1.8894754194280763,0.8393797017508993,0.38967628166052115,0.6401738794480558,0.9708128747293849,1.3455291624625203,1.7070789506520385,shell_structure
bf,6,0.001,31.622776601683796,112.39313167194622,111.53063675684001,41.03386510556606,118.83964414658934,3.5541828944255864,3.5269084104050945,52.561962075437535,0.3650922836222409,0.37259242481477994,0.019529329016200643,0.3916570982152656,0.34642314489748804,94.99322517807533,3.0039495384797203,1.7969749093892122,0.7877550143510202,54.02519916446103,89.21720108414044,113.08491368382359,135.30811147973674,162.01140052338457,crossover
bf,6,0.01,10.0,30.295227525412894,26.928727204063858,8.898001752303148,28.36072608405643,3.0295227525412893,2.6928727204063856,16.35711904413928,0.2937096856209162,0.3383777659539058,0.04504043372504122,0.3766287063887446,0.2835095633688501,28.557840168624587,2.855784016862459,1.8118349527668391,0.7815176538863013,14.146848584439082,21.594728645307825,28.034033140500597,33.20001259223177,37.44177383554395,crossover
bf,6,0.1,3.162277660168379,6.509339214053458,6.182857227148998,2.301609667727931,6.597357846432713,2.058433797905925,1.9551911285423889,5.301724246740374,0.3535857622473919,0.37412324837428984,0.050552615046043956,0.4171043425998296,0.31243300961849285,6.686708436234008,2.1145228707962245,1.788673420124674,0.8092553039408357,3.0610295801346497,4.586123027722982,6.255786500835069,7.814525835579489,9.104804564443281,crossover
bf,6,0.5,1.414213562373095,2.3343045454681777,2.281635273831463,0.919836679821134,2.460072974595742,1.6506025734551302,1.613359774320653,2.3225743718728595,0.3940517022969031,0.4009919005690751,0.06176311802026217,0.4531554300446066,0.32514167706168107,2.076515762131417,1.4683183766438772,1.7646860684100774,0.8284413066126263,1.075107450274758,1.6248318727015538,2.2746060911272314,2.913290562201007,3.478000506837556,crossover
bf,6,1.0,1.0,1.41324597739291,1.5004116822844111,0.6221712007102075,1.624294375822535,1.41324597739291,1.5004116822844111,1.4851059423450919,0.4402426829177747,0.4109026819297149,0.062465774289766116,0.46717515505319435,0.3326935755750297,0.008721946557752007,0.008721946557752007,1.7590597664985654,0.8323361614844461,0.6932935976326352,1.049437944286963,1.4777899332043545,1.9227295051390556,2.3189059366800158,crossover
ctnn,12,0.001,31.622776601683796,116.5592020290073,105.59459497288283,41.97840692514465,113.63276435720555,3.6859256066338255,3.339194287172756,107.90633550283643,0.3601466567581491,0.4333803959440898,0.012772719361721313,0.4561413954522882,0.40756511636558296,2.5010322868226167,0.07908958527978995,1.6640683310870767,0.869597350352182,48.55456812179912,75.31985898802,106.76646026729458,136.0724982348224,160.034446169087,crossover
ctnn,12,0.01,10.0,43.305997972569926,35.19931626305334,12.968391115032006,37.51227843651852,4.330599797256992,3.519931626305334,25.77381194215235,0.2994594680221017,0.4007716510369237,0.02215043672201545,0.43063410384331696,0.36922068842658634,30.223845534964905,3.0223845534964906,1.685911399924765,0.8510602132669566,15.800919117154365,25.861550783238922,37.690238381980194,45.001625564917575,50.39321397105563,crossover
ctnn,12,0.1,3.162277660168379,8.862287204137832,7.811167547710862,3.0218318501589354,8.375309319007046,2.8025012843641153,2.4701080635958284,6.548838737194222,0.34097652000580975,0.4140695418409838,0.03089413981368976,0.4570471151225196,0.3680441845540758,5.642172880110616,1.7842117253581686,1.6780418906404908,0.8585209002997828,3.436219430697202,5.700715272294301,8.129787590652544,10.066627720144686,11.528579229124126,crossover
ctnn,12,0.5,1.414213562373095,3.4804336652761636,2.848312079229131,1.1364448958363562,3.0666575782038468,2.461038246186726,2.0140607861584736,2.729751894334246,0.3265239349838843,0.4240862837089339,0.03908263342815038,0.4732673545560613,0.3708528933699165,0.01226648248250109,0.008673712944682516,1.6704143763639974,0.8644073617902572,1.2314719323899421,2.0562427746884775,2.928769741571072,3.666799847535543,4.262679187575219,crossover
ctnn,12,1.0,1.0,2.016771739291832,1.8604947947840305,0.7585169378841949,2.0091761561584605,2.016771739291832,1.8604947947840305,1.8251327957392147,0.3761045055850198,0.4307660421031777,0.04052192797203226,0.4813438659119192,0.37394092399368056,0.012971038018399605,0.012971038018399605,1.6660407506708488,0.8679874304593536,0.801930678797246,1.3326093653091773,1.898176108413171,2.408185195571165,2.816515027972611,crossover
ctnn,20,0.001,31.622776601683796,53.38129937056698,53.39310235792412,23.853927370302543,58.47934020140302,1.6880649047030432,1.6884381479354704,57.70951283304539,0.4468592494294914,0.4800078014457353,0.010589164200179536,0.5120511983513661,0.4521362484901641,0.09011930018681699,0.002849822497307794,1.605143902993004,0.8981656311343859,22.296728614138345,35.493010569493656,52.84478504263055,70.06786413227219,85.11659366001534,unknown
ctnn,20,0.01,10.0,25.250553287667984,21.367985789399835,9.992109736990555,23.588833665360706,2.5250553287667983,2.1367985789399837,29.935045074067926,0.3957184471625246,0.5078444901039098,0.012259568289372358,0.535398227068017,0.4775956916627614,0.4263899146843204,0.042638991468432044,1.5891792636889974,0.8938621800470857,7.4688844968502,13.82286918460083,21.6908964306396,28.658714306416247,34.40013542739448,unknown
ctnn,20,0.1,3.162277660168379,11.9695724962748,9.596609749270112,3.7639162178729135,10.308345355824713,3.7851111706735665,3.034714462347095,9.908876865048004,0.3144570300271233,0.43674076408443385,0.021782221086543083,0.4758579425112929,0.3981304003410768,6.136613061128456,1.940567439230401,1.6355039641601588,0.8773901971134381,4.259372861077652,6.793541134106088,9.969886558646149,12.490346456847007,14.251735167092097,unknown
ctnn,20,0.5,1.414213562373095,3.6707463862223406,3.308166259366799,1.3359623902192481,3.5677387106812133,2.595609661713831,2.339226795290799,3.465940793858004,0.36394843164147916,0.4440781540311078,0.026669496686765746,0.4883957704069193,0.4002768666338348,2.350325248459538,1.6619309211796967,1.6308135407148805,0.880247083022346,1.4286726781912036,2.308556237581314,3.411525943434645,4.3131489890173755,5.004040211531059,unknown
ctnn,20,1.0,1.0,2.368608042048602,2.1793974417693005,0.8932626262665329,2.355353758711238,2.368608042048602,2.1793974417693005,2.547569538558941,0.3771255566176127,0.4472691741206403,0.027799946148129553,0.49272801477116945,0.4012096514699973,0.026248712548452336,0.026248712548452336,1.6275260025653882,0.881111368953171,0.9380179574544211,1.5003854040154543,2.2365090526718623,2.836802029057953,3.31571439276125,unknown
ctnn,2,0.001,31.622776601683796,64.76711683586674,66.24085316885633,19.41947213009164,69.0287369604094,2.048116066835767,2.094719701663682,42.58659737152881,0.2998353652101667,0.18997649739958483,nan,0.18997649739958483,0.18997649739958483,124.27884142249397,3.9300420386196127,2.717675151068316,0.3269007108708567,41.384051779160195,52.98859981011898,66.14108216035883,79.2856714478932,91.2839084964716,incipient_crystal
ctnn,2,0.01,10.0,14.315622450238479,15.594244196390518,5.91204053863145,16.677310196404004,1.4315622450238479,1.5594244196390519,13.287428572597042,0.41297823822763385,0.2588907508402087,nan,0.2588907508402087,0.2588907508402087,23.589997594289365,2.3589997594289365,2.5103214053661587,0.4959614661014211,8.026035934732056,11.410001122552847,15.414891832446717,19.490790203490022,23.362599788173537,crossover
ctnn,2,0.1,3.162277660168379,3.41527129050733,3.8390194176950403,1.7299851686258358,4.2108097526609924,1.0800036105385762,1.2140045341529646,4.010189515305381,0.5065439965001582,0.342773373119126,nan,0.342773373119126,0.342773373119126,4.66562656972469,1.4754006672128417,2.21099407044893,0.6992223708848542,1.646236608484937,2.5717114528448093,3.7298343149081834,4.974569839981477,6.155445127353597,crossover
ctnn,2,0.5,1.414213562373095,1.219801298375947,1.498462288956599,0.7317677699456475,1.6675950649232192,0.8625297697817874,1.0595728458735272,1.59583027005575,0.5999073545174356,0.406271932486549,nan,0.406271932486549,0.406271932486549,0.05612090339024264,0.039683471353555676,1.9870046916313098,0.8046510360204121,0.5856396587127929,0.9512844287115028,1.430752291303041,1.969299896923726,2.485874863261906,crossover
ctnn,2,1.0,1.0,0.7310268297335425,1.0220344432113573,0.5088515719953236,1.141702380409387,0.7310268297335425,1.0220344432113573,1.195069947738313,0.6960778336696599,0.43026743041282645,nan,0.43026743041282645,0.43026743041282645,0.024976613095180317,0.024976613095180317,1.899046503878492,0.829721863817701,0.38790629900419554,0.6425585155099869,0.9731269550078654,1.350569923593219,1.7134142982963774,shell_structure
ctnn,6,0.001,31.622776601683796,120.72501889405697,109.82982847641756,37.96488197885381,116.20638315870431,3.8176603027208182,3.4731241301110014,56.06704997326989,0.3144740197735661,0.33258901104923766,0.024968930422991413,0.35518697060824694,0.3012404426237691,111.29064534707061,3.5193192156676334,1.8134996390577838,0.7816183812755727,48.6977952463648,90.492194924996,117.63360553122104,136.42988699159767,151.65614753735528,unknown
ctnn,6,0.01,10.0,29.13140144017472,26.824737728070616,8.943073433831092,28.27622882604168,2.913140144017472,2.682473772807062,15.88985533100439,0.3069908412129401,0.33906992497502886,0.035322925174796974,0.3696002344239147,0.2959576254234354,28.358839276861346,2.8358839276861345,1.8095811438437583,0.781286065986907,13.792500107163649,21.607752331073904,27.896489426383106,33.06906966058006,37.40155906384742,crossover
ctnn,6,0.1,3.162277660168379,6.681113431146084,6.150049253586023,2.296413305125461,6.564801587975927,2.1127535748364172,1.94481633635503,5.238934760986797,0.34371715564953853,0.3741446123302919,0.04427496224154486,0.4132603087462941,0.31928746422042636,5.775093200776081,1.8262448214204503,1.7867057711876557,0.8081266974278164,3.0190548179466807,4.567137321587884,6.234199313945297,7.767820973895366,9.056811729641458,crossover
ctnn,6,0.5,1.414213562373095,2.320050976889126,2.270937984003595,0.910337135945848,2.446604387364742,1.6405237784567754,1.6057956481430495,2.169997928632615,0.3923780748845815,0.3997417529790021,0.055357736590231195,0.4486889801402022,0.33066510043705066,1.8369292090706497,1.298905100293498,1.7614265174938615,0.8278991048610576,1.0715805342450944,1.6194254897628184,2.2666649976541864,2.8997746531870594,3.455627942404645,crossover
ctnn,6,1.0,1.0,1.442501856286144,1.501857473692457,0.6173383284357282,1.6237864647304179,1.442501856286144,1.501857473692457,1.481488392942526,0.42796362843173286,0.40947038476958003,0.056850948805696376,0.45793608482517495,0.337059834575244,1.5131165917129668,1.5131165917129668,1.7527824706428872,0.8353422171147479,0.691972303513965,1.0595329794963861,1.490884887915178,1.9202858888549366,2.3099126534113226,crossover
