ansatz,N,omega,ell,log_omega,E,E_per_particle,rel_err,T_frac,Gamma,virial,BF_improvement_pct,dx_mean,dx_over_ell,dx_rank,cka_nobf_bf,r_mode,r_mode_over_ell,lindemann,r_s_gr,corr_rank
ctnn,12,0.1,3.162277660168379,-1.0,12.271649452400116,1.0226374543666763,0.014747155628071098,0.061831589062485266,9.455404653012865,1.2093735852066159,0.44079833925110884,0.3047562320563647,0.09637238244289327,21.907376452398715,0.9925060868263245,8.862287204137832,2.8025012843641153,0.4140695418409838,5.642172880110616,3.0836516148072026
ctnn,12,0.5,1.414213562373095,-0.3010299956639812,39.15865969568653,3.263221641307211,0.0024012102101829717,0.1056282310856003,4.965904634160943,1.4101202672868487,0.5403108030094236,0.13612589374887968,0.09625554256491228,21.891380040260923,0.9926934242248535,3.4804336652761636,2.461038246186726,0.4240862837089339,0.01226648248250109,2.323612924451858
ctnn,12,1.0,1.0,0.0,65.7054288916842,5.475452407640351,0.008110933901471532,0.1358458601432475,3.578923843436148,1.5548587210791447,0.6014477906600771,0.09126556007164721,0.09126556007164721,21.9145026299277,0.995492160320282,2.016771739291832,2.016771739291832,0.4307660421031777,0.012971038018399605,1.761658421060411
ctnn,20,0.001,31.622776601683796,-3.0,,,,,,,,0.7421582035448232,0.02346910307380491,37.68058057193248,0.9992405772209167,53.38129937056698,1.6880649047030432,0.4800078014457353,0.09011930018681699,2.5942106325662286
ctnn,20,0.01,10.0,-2.0,,,,,,,,0.4638940486842973,0.046389404868429726,37.36994482141585,0.999886691570282,25.250553287667984,2.5250553287667983,0.5078444901039098,0.4263899146843204,1.0898332065060863
ctnn,20,0.1,3.162277660168379,-1.0,,,,,,,,0.23862528669784844,0.07545994132758808,37.76327944163584,0.9967883825302124,11.9695724962748,3.7851111706735665,0.43674076408443385,6.136613061128456,2.19827920912373
ctnn,20,0.5,1.414213562373095,-0.3010299956639812,,,,,,,,0.13934677339213816,0.09853304840204608,37.591081222641066,0.9903402924537659,3.6707463862223406,2.595609661713831,0.4440781540311078,2.350325248459538,2.304808319978887
ctnn,20,1.0,1.0,0.0,,,,,,,,0.09922506594550039,0.09922506594550039,37.62834266356003,0.9910123348236084,2.368608042048602,2.368608042048602,0.4472691741206403,0.026248712548452336,2.31925755709677
ctnn,2,0.001,31.622776601683796,-3.0,0.013798048164173958,0.006899024082086979,98.62019518358261,0.06868220989610478,8.411523311425242,1.224103546667369,-0.2080907615915177,0.09559284086576521,0.003022911051418402,1.8609024500731293,0.999962568283081,64.76711683586674,2.048116066835767,0.18997649739958483,124.27884142249397,1.0001773330131842
ctnn,2,0.01,10.0,-2.0,0.07394275050045418,0.03697137525022709,0.13915289877326215,0.1272370572241936,3.9097304956861016,1.508858506526839,-0.12726757763134142,3.978659599421954e-17,3.978659599421954e-18,1.0123214673086216,1.0,14.315622450238479,1.4315622450238479,0.2588907508402087,23.589997594289365,1.0373857056628344
