r,J_learned,J_learned_std,count
0.74255006,12.571008,1.0578552,1536
1.174242,12.749461,1.0736984,1536
1.4167332,12.914557,1.0757006,1536
1.6050803,12.959536,1.0785169,1536
1.7601953,12.977932,1.0517599,1536
1.8971169,12.972067,1.0940375,1536
2.0229048,13.026153,1.0959497,1536
2.1419048,13.040483,1.0672383,1536
2.2561802,13.07239,1.0942819,1536
2.3593436,13.119467,1.0755053,1536
2.4637399,13.089389,1.0940535,1536
2.562581,13.099181,1.0940595,1536
2.6585829,13.1006,1.0613586,1536
2.751046,13.088897,1.0996721,1536
2.8436621,13.152417,1.0989993,1536
2.9362579,13.16666,1.1143867,1536
3.0305815,13.147009,1.0879449,1536
3.1229618,13.163046,1.0528724,1536
3.2134974,13.230381,1.0583962,1536
3.3058498,13.235442,1.1051085,1536
3.3978374,13.173095,1.0665829,1536
3.4905162,13.232642,1.0447504,1536
3.5834295,13.260971,1.0322311,1536
3.6761304,13.286468,1.0626673,1536
3.7738067,13.325537,1.0273037,1536
3.8748202,13.336271,1.0239726,1536
3.9796564,13.335719,1.0111492,1536
4.0844181,13.396586,1.0648687,1536
4.1928245,13.418947,1.0340233,1536
4.3077373,13.414529,1.0388861,1536
4.4296691,13.417294,1.0136272,1536
4.5556607,13.503643,0.98055302,1536
4.6863141,13.492174,0.96506294,1536
4.8347783,13.55126,0.9926356,1536
4.9989442,13.643358,0.96989421,1536
5.1932039,13.706491,0.93071445,1536
5.4118151,13.815804,0.91692472,1536
5.6818844,13.966852,0.8950808,1536
6.0522318,14.060936,0.88866058,1536
6.8461156,14.493704,0.8674483,1536
