N,omega,S,occ,pt,used_key,frames_total,frames_kept,drop_frame_frac,drop_right_global,drop_right_templates,cos_fit,cos_comb,L2,pair_types,w_fit,w_comb
6,0.001,2,"(1, 5)",../results/tables/6/omega_0.00100/20251230_143725/gr_N6_run_omega_0.00100.pt,samples_X_bohr,30000,30000,0.0,0.0,0.0,0.9999999905999293,1.0,2.1658487525961565e-05,"00,01,11","0.00019974,0.33339827,0.66640200","0.00000000,0.33333333,0.66666667"
6,0.01,2,"(1, 5)",../results/tables/6/omega_0.01000/20251231_002529/gr_N6_run_omega_0.01000.pt,samples_X_bohr,30000,30000,0.0,0.0,0.0,0.9999999888649962,1.0,2.0400319839977224e-05,"00,01,11","0.00017887,0.33347296,0.66634817","0.00000000,0.33333333,0.66666667"
12,0.001,2,"(3, 9)",../results/tables/12/omega_0.00100/20251230_182838/gr_N20_run_omega_0.00100.pt,samples_X_bohr,42757,42757,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,9.259607480479799e-11,"00,01,11","0.04545455,0.40909091,0.54545454","0.04545455,0.40909091,0.54545455"
12,0.01,2,"(1, 11)",../results/tables/12/omega_0.01000/20251230_201654/gr_N12_run_omega_0.01000.pt,samples_X_bohr,25200,25200,0.0,0.0,0.0,0.9999999543041522,1.0000000000000002,3.340116124598878e-05,"00,01,11","0.00027667,0.16701225,0.83271108","0.00000000,0.16666667,0.83333333"
20,0.001,3,"(1, 7, 12)",../results/tables/20/omega_0.00100/20260102_172150/gr_N12_run_omega_0.00100.pt,samples_X_bohr,25200,25200,0.0,0.0,0.0,0.999999891998133,1.0,4.482828259841711e-05,"00,01,02,11,12,22","0.00032008,0.03769031,0.06411848,0.10907677,0.44153108,0.34726327","0.00000000,0.03684211,0.06315789,0.11052632,0.44210526,0.34736842"
20,0.01,2,"(1, 19)",../results/tables/20/omega_0.01000/20251231_002549/gr_N20_run_omega_0.01000.pt,samples_X_bohr,42900,42900,0.0,0.0,0.0,0.9999999253543377,1.0000000000000002,4.699331157171595e-05,"00,01,11","0.00032391,0.10050267,0.89917341","0.00000000,0.10000000,0.90000000"
