step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
62,0.68356849,0.11971389,9.7535654e+11,1.0540607,210
157,0.52419852,0.10712865,9.7777174e+11,1.0618935,214
396,0.53976444,0.054703082,9.5683957e+11,1.0457899,187
1000,0.54969372,0.057885203,9.6072759e+11,1.0773244,347
1600,0.54114362,0.064549549,9.988682e+11,1.1226224,424
