r,top0,top1,top2,bot0,bot1,bot2
1.250492,0.017294426,0.005685235,-0.0088966726,-0.0001857046,-0.00072186104,0.00015540007
1.8423851,0.018377854,0.0067417372,-0.0082051634,0.001641426,-0.00085136321,-0.00050086532
2.1825702,0.015498912,0.0050395607,-0.0020989377,-0.0022406746,0.0026460273,-0.00077684595
2.412774,0.014876054,0.0029571146,-0.004214442,0.0068725292,0.0034485786,0.00077187043
2.5879526,0.012082978,0.0045993724,-0.006578798,0.00081703791,0.00065193183,0.00037963726
2.7569659,0.011272143,0.0045463267,-0.0035056599,-0.0093810456,-0.0022870807,0.0017364516
2.8834101,0.013788515,0.0077214658,-0.003223035,0.0013928434,-0.0034446467,-0.0017900409
3.0124389,0.010588828,0.0024005683,-0.004517082,0.0019225725,-0.0016516985,0.00065991671
3.1413396,0.01627979,-0.00066553615,-0.0031456712,-0.0029339238,-0.0004508944,-0.00049547425
3.2585622,0.0094139309,0.0019536991,-0.0026516705,-0.0055178809,-0.00013212321,-0.0013284276
3.3708018,0.0088588876,0.0019749501,-0.0011488689,0.0053316028,0.0010237821,-0.00052251019
3.4744022,0.010664775,0.00095636544,0.0010725287,-0.0027096324,-0.0016269257,0.004255175
3.577151,0.003991134,0.0044299629,-0.0034760383,0.00069727201,0.0017097908,-0.00043156972
3.6902077,-0.00072376587,0.0040132986,-0.00084371847,0.0026529191,0.0015704887,0.0026204273
3.7846319,-0.00044025709,-0.010309016,0.004709692,-0.0027014333,0.00097001862,0.0033766035
3.8688252,0.0027810619,0.0012168994,0.0065272558,0.0021536054,0.0025165041,-0.0035110615
3.949133,0.0005083589,0.00092354176,0.0013612164,-0.0025322352,0.0062926389,-0.0013648928
4.0545659,-0.0036203927,-0.00075764699,0.0056917602,0.0016091116,-0.0016775668,0.010431866
4.1521303,-0.0017243374,0.0056678095,0.0045398415,0.0036376132,-0.0030298594,-0.0023565916
4.2412932,-0.0048285787,-0.0083059776,0.0036691444,0.0014822757,0.0020810034,-0.0028890114
4.3154076,-0.0094845373,-0.0026560375,0.0016980149,0.002200239,0.00080629117,-0.0035035483
4.4015277,0.00080961894,-0.0054692419,0.00019028578,-0.0031980677,-0.00041464449,0.0012428408
4.4980696,-0.0078783699,-0.0044925017,0.007935874,0.0049591232,-0.0035393338,-0.012240805
4.6411778,-0.0049940522,-0.00058221576,0.00035639988,6.6844951e-05,-0.0033159416,0.0027070166
4.7707618,-0.0088394105,-0.0079328777,0.0059333938,-0.0066662925,-0.0029482951,0.0020833574
4.8896029,-0.016178076,-0.005241758,-0.0048443454,0.001306485,-0.0051537296,-0.00067408709
5.0594569,-0.020839392,0.0089189246,0.0062138182,-0.00097223266,-0.0028823357,0.00081520091
5.2459008,-0.019740782,-0.015706059,0.0053993819,-0.0057649836,0.0069186502,-0.0082413698
5.5342886,-0.028707536,-0.0019471952,0.0014125585,0.0025234595,-0.00064654918,0.0080804039
6.1000987,-0.038807446,-0.0058709775,0.00072515984,0.0034907449,0.0042217539,0.0013307129
