step,E_raw,E_clip,stderr,var
75,20.145491,20.149396,0.0062374346,0.028853093
159,20.158468,20.159635,0.0056060384,0.02409655
335,20.146439,20.1495,0.0059681629,0.028481762
709,20.159159,20.16027,0.0041364347,0.022473414
1500,20.156223,20.155655,0.003866212,0.01939472
