step,cos_sr,cos_plain,kappa_S,eff_rank_S,num_rank_S
187,0.98046007,0.12647568,9.7813508e+11,1.0801649,273
472,0.98844463,0.55424414,9.3574324e+11,1.091466,266
1189,0.84284982,0.048291091,9.9124622e+11,1.3867098,333
3000,0.60111524,0.079659353,9.8360956e+11,1.0853129,372
4000,0.52075101,0.014636388,9.8796238e+11,1.0953015,432
